ENV_PARAMS,round_id=01KG1YY0K808AEDM6G0AK4D3X0,max_team_hp=10,max_enemy_hp=15,enemy_attack_prob=0.80,enemy_damage=9,outcome=LOSE
turn_number,stage_number,player0_role,player1_role,player2_role,player0_action,player1_action,player2_action,prev_team_health,new_team_health,prev_enemy_health,new_enemy_health,enemy_intent,team_damage_taken,enemy_damage_taken
1,1,N/A,MEDIC,TANK,ATTACK,ATTACK,BLOCK,10,2,15,10,WILL_ATTACK,8,5
2,1,N/A,MEDIC,TANK,ATTACK,HEAL,BLOCK,2,0,10,6,WILL_ATTACK,2,4
