ENV_PARAMS,round_id=01KG1XF32EQEK9BGJXADBN601S,max_team_hp=10,max_enemy_hp=15,enemy_attack_prob=0.80,enemy_damage=9,outcome=LOSE
turn_number,stage_number,player0_role,player1_role,player2_role,player0_action,player1_action,player2_action,prev_team_health,new_team_health,prev_enemy_health,new_enemy_health,enemy_intent,team_damage_taken,enemy_damage_taken
1,1,FIGHTER,MEDIC,MEDIC,ATTACK,ATTACK,ATTACK,10,1,15,9,WILL_ATTACK,9,6
2,1,FIGHTER,MEDIC,MEDIC,ATTACK,HEAL,HEAL,1,0,9,5,WILL_ATTACK,1,4
