id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,endMessage,endMessageLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,stageDurationMs,stageDurationMsLastChangedAt,stageEndedAt,stageEndedAtLastChangedAt,stageNumber,stageNumberLastChangedAt,stageStartedAt,stageStartedAtLastChangedAt,stageType,stageTypeLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01KK186277YWY2DDSR1Z77H8M4,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:38:13.351522558Z,600,2026-03-06T09:38:13.351522558Z,Time's up! You couldn't defeat the enemy in time.,2026-03-06T09:38:13.351522558Z,true,2026-03-06T09:38:14.165260076Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:38:13.351522558Z,5,2026-03-06T09:38:13.351522558Z,true,2026-03-06T09:38:13.415488172Z,Round Over,2026-03-06T09:38:13.351522558Z,01KK184RC2B6QPW9KS7ZSVSHN3,2026-03-06T09:38:13.351522558Z,658,2026-03-06T09:38:14.178459875Z,1772789894171,2026-03-06T09:38:14.178459875Z,end,2026-03-06T09:38:13.351522558Z,1772789893513,2026-03-06T09:38:13.519818062Z,roundEnd,2026-03-06T09:38:13.351522558Z,true,2026-03-06T09:38:13.365864524Z,true,2026-03-06T09:38:13.448885094Z,01KK186272TBS3KAFY958C2RSA,2026-03-06T09:38:13.351522558Z
01KK187C34B16BKFRN34F3GHDS,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:38:56.228084831Z,390,2026-03-06T09:38:56.228084831Z,,,true,2026-03-06T09:39:11.418933007Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:38:56.228084831Z,1,2026-03-06T09:38:56.228084831Z,true,2026-03-06T09:38:56.295967867Z,Stage 2,2026-03-06T09:38:56.228084831Z,01KK1877X9ZPD0N84EWZAHB1YZ,2026-03-06T09:38:56.228084831Z,15041,2026-03-06T09:39:11.434040015Z,1772789951427,2026-03-06T09:39:11.434040015Z,2,2026-03-06T09:38:56.228084831Z,1772789936386,2026-03-06T09:38:56.389970878Z,,,true,2026-03-06T09:38:56.244830304Z,true,2026-03-06T09:38:56.326672274Z,01KK187C2YBAEE2YHJD3VSRQES,2026-03-06T09:38:56.228084831Z
01KK16AGHJXH3SD713WSAKPQKJ,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:05:41.938361696Z,390,2026-03-06T09:05:41.938361696Z,,,true,2026-03-06T09:06:02.36496497Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:05:41.938361696Z,2,2026-03-06T09:05:41.938361696Z,true,2026-03-06T09:05:42.009909601Z,Stage 3,2026-03-06T09:05:41.938361696Z,01KK169M1NNDT7N9NMC20V24K4,2026-03-06T09:05:41.938361696Z,20299,2026-03-06T09:06:02.388532068Z,1772787962376,2026-03-06T09:06:02.388532068Z,3,2026-03-06T09:05:41.938361696Z,1772787942077,2026-03-06T09:05:42.081336895Z,,,true,2026-03-06T09:05:41.953805872Z,true,2026-03-06T09:05:42.03313997Z,01KK16AGHEYAX2QAFJFQNNVJR4,2026-03-06T09:05:41.938361696Z
01KK16DV0TEGXJ1PXGHJE49YMD,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:07:30.970467236Z,390,2026-03-06T09:07:30.970467236Z,,,true,2026-03-06T09:07:45.646837384Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:07:30.970467236Z,0,2026-03-06T09:07:30.970467236Z,true,2026-03-06T09:07:31.247471933Z,Stage 1,2026-03-06T09:07:30.970467236Z,01KK16DV06Q1FP9X4NX7Y9QX7G,2026-03-06T09:07:30.970467236Z,14397,2026-03-06T09:07:45.672264239Z,1772788065651,2026-03-06T09:07:45.672264239Z,1,2026-03-06T09:07:30.970467236Z,1772788051254,2026-03-06T09:07:31.257756176Z,,,true,2026-03-06T09:07:31.200857579Z,true,2026-03-06T09:07:31.271342488Z,01KK16DV0NEQ7B2PHBYADNVRBE,2026-03-06T09:07:30.970467236Z
01KK16GMJ3V9FVYBXZP4N1JPMD,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:09:02.659436962Z,390,2026-03-06T09:09:02.659436962Z,,,true,2026-03-06T09:09:18.607124447Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:09:02.659436962Z,2,2026-03-06T09:09:02.659436962Z,true,2026-03-06T09:09:02.751329979Z,Stage 3,2026-03-06T09:09:02.659436962Z,01KK16FJ2J2CMXZNNK2B4Z6QHC,2026-03-06T09:09:02.659436962Z,15851,2026-03-06T09:09:18.61960458Z,1772788158611,2026-03-06T09:09:18.61960458Z,3,2026-03-06T09:09:02.659436962Z,1772788142760,2026-03-06T09:09:02.76474121Z,,,true,2026-03-06T09:09:02.674542124Z,true,2026-03-06T09:09:02.780813667Z,01KK16GMHSCXJWBKNCCCN0HDHY,2026-03-06T09:09:02.659436962Z
01KK1797JJX5TKVWP3BKH18M56,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:22:28.56232017Z,390,2026-03-06T09:22:28.56232017Z,,,true,2026-03-06T09:23:10.67428645Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:22:28.56232017Z,4,2026-03-06T09:22:28.56232017Z,true,2026-03-06T09:22:28.616569475Z,Stage 5,2026-03-06T09:22:28.56232017Z,01KK176V19TJ7SKV9075C25VP0,2026-03-06T09:22:28.56232017Z,42002,2026-03-06T09:23:10.687052528Z,1772788990681,2026-03-06T09:23:10.687052528Z,5,2026-03-06T09:22:28.56232017Z,1772788948679,2026-03-06T09:22:28.682234212Z,,,true,2026-03-06T09:22:28.578418173Z,true,2026-03-06T09:22:28.641279304Z,01KK1797JEPX9QCGA4BTVQ81C8,2026-03-06T09:22:28.56232017Z
01KK17GX79NPE8BPZQFQ1DVJEZ,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:26:40.105364727Z,390,2026-03-06T09:26:40.105364727Z,,,true,2026-03-06T09:27:19.556846499Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:26:40.105364727Z,3,2026-03-06T09:26:40.105364727Z,true,2026-03-06T09:26:40.192794054Z,Stage 4,2026-03-06T09:26:40.105364727Z,01KK17F8G1NYHA1KG0AH51R81S,2026-03-06T09:26:40.105364727Z,39281,2026-03-06T09:27:19.580494721Z,1772789239564,2026-03-06T09:27:19.580494721Z,4,2026-03-06T09:26:40.105364727Z,1772789200283,2026-03-06T09:26:40.287444965Z,,,true,2026-03-06T09:26:40.122865606Z,true,2026-03-06T09:26:40.227281878Z,01KK17GX738TC7PQDG1V0ZKMDE,2026-03-06T09:26:40.105364727Z
01KK1889Y9DB5XR7Q5BMZ5Y8RP,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:39:26.794011049Z,390,2026-03-06T09:39:26.794011049Z,,,true,2026-03-06T09:39:30.319264043Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:39:26.794011049Z,0,2026-03-06T09:39:26.794011049Z,true,2026-03-06T09:39:27.15391435Z,Stage 1,2026-03-06T09:39:26.794011049Z,01KK1889XRBYCZT4KAXAE7T2HH,2026-03-06T09:39:26.794011049Z,3164,2026-03-06T09:39:30.334291288Z,1772789970326,2026-03-06T09:39:30.334291288Z,1,2026-03-06T09:39:26.794011049Z,1772789967162,2026-03-06T09:39:27.165166953Z,,,true,2026-03-06T09:39:27.090045002Z,true,2026-03-06T09:39:27.180525453Z,01KK1889Y45V3CEZC4WENFKAZ3,2026-03-06T09:39:26.794011049Z
01KK16FZEJZ1N9PJVDMVQRG6PZ,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:08:41.042151374Z,390,2026-03-06T09:08:41.042151374Z,,,true,2026-03-06T09:09:03.154284795Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:08:41.042151374Z,0,2026-03-06T09:08:41.042151374Z,true,2026-03-06T09:08:41.272375303Z,Stage 1,2026-03-06T09:08:41.042151374Z,01KK16FZD1TXP2Q3TSAS2S2PJG,2026-03-06T09:08:41.042151374Z,21880,2026-03-06T09:09:03.170878671Z,1772788143159,2026-03-06T09:09:03.170878671Z,1,2026-03-06T09:08:41.042151374Z,1772788121279,2026-03-06T09:08:41.283751818Z,,,true,2026-03-06T09:08:41.233794668Z,true,2026-03-06T09:08:41.295460944Z,01KK16FZECDS7BM8NXKGG2H69D,2026-03-06T09:08:41.042151374Z
01KK16JJYQVQP3WTJCT6D8QTFM,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:10:06.55192199Z,390,2026-03-06T09:10:06.55192199Z,,,true,2026-03-06T09:10:25.728290489Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:10:06.55192199Z,2,2026-03-06T09:10:06.55192199Z,true,2026-03-06T09:10:06.664754818Z,Stage 3,2026-03-06T09:10:06.55192199Z,01KK16HDD9CZJ4MMV6EEDJVCXJ,2026-03-06T09:10:06.55192199Z,18965,2026-03-06T09:10:25.74312842Z,1772788225734,2026-03-06T09:10:25.74312842Z,3,2026-03-06T09:10:06.55192199Z,1772788206769,2026-03-06T09:10:06.77318894Z,,,true,2026-03-06T09:10:06.582634656Z,true,2026-03-06T09:10:06.709902032Z,01KK16JJYFQNRCZW375AM0TKWT,2026-03-06T09:10:06.55192199Z
01KK16K5R3H32JDHM0KAH2AG17,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:10:25.795237358Z,600,2026-03-06T09:10:25.795237358Z,Victory! You defeated the enemy!,2026-03-06T09:10:25.795237358Z,true,2026-03-06T09:10:34.15645748Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:10:25.795237358Z,3,2026-03-06T09:10:25.795237358Z,true,2026-03-06T09:10:25.869692217Z,Round Over,2026-03-06T09:10:25.795237358Z,01KK16HDD9CZJ4MMV6EEDJVCXJ,2026-03-06T09:10:25.795237358Z,8212,2026-03-06T09:10:34.172810825Z,1772788234162,2026-03-06T09:10:34.172810825Z,end,2026-03-06T09:10:25.795237358Z,1772788225950,2026-03-06T09:10:25.953295953Z,roundEnd,2026-03-06T09:10:25.795237358Z,true,2026-03-06T09:10:25.816713418Z,true,2026-03-06T09:10:25.898752832Z,01KK16K5QPBEW1MT8WDP7K1434,2026-03-06T09:10:25.795237358Z
01KK176V2E2H78NEQJ9ERX0FF7,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:21:10.223054406Z,390,2026-03-06T09:21:10.223054406Z,,,true,2026-03-06T09:21:22.422005045Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:21:10.223054406Z,0,2026-03-06T09:21:10.223054406Z,true,2026-03-06T09:21:10.549440638Z,Stage 1,2026-03-06T09:21:10.223054406Z,01KK176V19TJ7SKV9075C25VP0,2026-03-06T09:21:10.223054406Z,11873,2026-03-06T09:21:22.437899267Z,1772788882430,2026-03-06T09:21:22.437899267Z,1,2026-03-06T09:21:10.223054406Z,1772788870557,2026-03-06T09:21:10.561280025Z,,,true,2026-03-06T09:21:10.49559232Z,true,2026-03-06T09:21:10.579472409Z,01KK176V28QVMFEWBX0VWJW0XA,2026-03-06T09:21:10.223054406Z
01KK16TM85WBRSAVT9Q3DY6RMW,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:14:30.021937708Z,390,2026-03-06T09:14:30.021937708Z,,,true,2026-03-06T09:15:02.952733411Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:14:30.021937708Z,2,2026-03-06T09:14:30.021937708Z,true,2026-03-06T09:14:30.101777639Z,Stage 3,2026-03-06T09:14:30.021937708Z,01KK16S0DEE1KZJ24YR40AY0G8,2026-03-06T09:14:30.021937708Z,32773,2026-03-06T09:15:02.967905568Z,1772788502958,2026-03-06T09:15:02.967905568Z,3,2026-03-06T09:14:30.021937708Z,1772788470185,2026-03-06T09:14:30.189270304Z,,,true,2026-03-06T09:14:30.047996319Z,true,2026-03-06T09:14:30.125904505Z,01KK16TM80AEVV7SBP26MZZAPA,2026-03-06T09:14:30.021937708Z
01KK16YR32Q6NDJB7F31FHSMJ7,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:16:45.026450025Z,390,2026-03-06T09:16:45.026450025Z,,,true,2026-03-06T09:17:05.022166798Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:16:45.026450025Z,2,2026-03-06T09:16:45.026450025Z,true,2026-03-06T09:16:45.105610979Z,Stage 3,2026-03-06T09:16:45.026450025Z,01KK16XXK4T3Z2ZJ0JBVS4Z11D,2026-03-06T09:16:45.026450025Z,19842,2026-03-06T09:17:05.038052854Z,1772788625029,2026-03-06T09:17:05.038052854Z,3,2026-03-06T09:16:45.026450025Z,1772788605187,2026-03-06T09:16:45.191624664Z,,,true,2026-03-06T09:16:45.05325855Z,true,2026-03-06T09:16:45.13156972Z,01KK16YR2V0N2QZZRTWWB7P77B,2026-03-06T09:16:45.026450025Z
01KK15RZ5C2FH09S400MWH1C99,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T08:56:07.084354851Z,390,2026-03-06T08:56:07.084354851Z,,,true,2026-03-06T08:56:28.24090918Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T08:56:07.084354851Z,0,2026-03-06T08:56:07.084354851Z,true,2026-03-06T08:56:07.343180498Z,Stage 1,2026-03-06T08:56:07.084354851Z,01KK15RZ4SCDPZ7R03MA43R9HZ,2026-03-06T08:56:07.084354851Z,20899,2026-03-06T08:56:28.262321602Z,1772787388249,2026-03-06T08:56:28.262321602Z,1,2026-03-06T08:56:07.084354851Z,1772787367350,2026-03-06T08:56:07.355931906Z,,,true,2026-03-06T08:56:07.255829836Z,true,2026-03-06T08:56:07.373108232Z,01KK15RZ57YCV1WX6NC2X5TJYT,2026-03-06T08:56:07.084354851Z
01KK15XHK72GH77MXYB1AFJME8,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T08:58:37.031914835Z,390,2026-03-06T08:58:37.031914835Z,,,true,2026-03-06T08:59:19.264002277Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T08:58:37.031914835Z,2,2026-03-06T08:58:37.031914835Z,true,2026-03-06T08:58:37.087225717Z,Stage 3,2026-03-06T08:58:37.031914835Z,01KK15RZ4SCDPZ7R03MA43R9HZ,2026-03-06T08:58:37.031914835Z,42118,2026-03-06T08:59:19.279184601Z,1772787559269,2026-03-06T08:59:19.279184601Z,3,2026-03-06T08:58:37.031914835Z,1772787517151,2026-03-06T08:58:37.154961209Z,,,true,2026-03-06T08:58:37.05384592Z,true,2026-03-06T08:58:37.104486226Z,01KK15XHK31CHETHJA0N3XW10G,2026-03-06T08:58:37.031914835Z
01KK1648C6JE8EQ05VE7Z6FYGZ,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:02:16.966142941Z,390,2026-03-06T09:02:16.966142941Z,,,true,2026-03-06T09:02:40.789091154Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:02:16.966142941Z,1,2026-03-06T09:02:16.966142941Z,true,2026-03-06T09:02:17.028613144Z,Stage 2,2026-03-06T09:02:16.966142941Z,01KK1640VW63B5R36VJSNE32VW,2026-03-06T09:02:16.966142941Z,23683,2026-03-06T09:02:40.79949209Z,1772787760793,2026-03-06T09:02:40.79949209Z,2,2026-03-06T09:02:16.966142941Z,1772787737110,2026-03-06T09:02:17.113696962Z,,,true,2026-03-06T09:02:16.97985222Z,true,2026-03-06T09:02:17.046081263Z,01KK1648BYGPVCAQ0M75ETK2VB,2026-03-06T09:02:16.966142941Z
01KK16CK0H5W4WCP51PDKHAYAR,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:06:50.001735917Z,390,2026-03-06T09:06:50.001735917Z,,,true,2026-03-06T09:07:11.864654189Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:06:50.001735917Z,1,2026-03-06T09:06:50.001735917Z,true,2026-03-06T09:06:50.062520042Z,Stage 2,2026-03-06T09:06:50.001735917Z,01KK16CBGWWQ9FZSTD7BYJG7CG,2026-03-06T09:06:50.001735917Z,21729,2026-03-06T09:07:11.877694534Z,1772788031868,2026-03-06T09:07:11.877694534Z,2,2026-03-06T09:06:50.001735917Z,1772788010139,2026-03-06T09:06:50.14393097Z,,,true,2026-03-06T09:06:50.023102382Z,true,2026-03-06T09:06:50.084549997Z,01KK16CK0AJY368VEY23EJBE5T,2026-03-06T09:06:50.001735917Z
01KK16H465HPGP1GZWGAZX1X8Z,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:09:18.661726078Z,390,2026-03-06T09:09:18.661726078Z,,,true,2026-03-06T09:09:39.213199726Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:09:18.661726078Z,3,2026-03-06T09:09:18.661726078Z,true,2026-03-06T09:09:18.74484965Z,Stage 4,2026-03-06T09:09:18.661726078Z,01KK16FJ2J2CMXZNNK2B4Z6QHC,2026-03-06T09:09:18.661726078Z,20379,2026-03-06T09:09:39.225633131Z,1772788179218,2026-03-06T09:09:39.225633131Z,4,2026-03-06T09:09:18.661726078Z,1772788158839,2026-03-06T09:09:18.842467889Z,,,true,2026-03-06T09:09:18.682494563Z,true,2026-03-06T09:09:18.792600253Z,01KK16H4611A1A6KETBA3KJSXH,2026-03-06T09:09:18.661726078Z
01KK16M0D1TAYDB3FTGEFP45PJ,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:10:53.089283748Z,390,2026-03-06T09:10:53.089283748Z,,,true,2026-03-06T09:11:12.747228586Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:10:53.089283748Z,4,2026-03-06T09:10:53.089283748Z,true,2026-03-06T09:10:53.156449653Z,Stage 5,2026-03-06T09:10:53.089283748Z,01KK16HX8P0SW37R418W4C8CGS,2026-03-06T09:10:53.089283748Z,19458,2026-03-06T09:11:12.762537441Z,1772788272753,2026-03-06T09:11:12.762537441Z,5,2026-03-06T09:10:53.089283748Z,1772788253295,2026-03-06T09:10:53.299539141Z,,,true,2026-03-06T09:10:53.10299571Z,true,2026-03-06T09:10:53.257690287Z,01KK16M0CVYMX7VP6RTCVT7ZZW,2026-03-06T09:10:53.089283748Z
01KK170SC8K74NSECGJ010SAF6,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:17:51.880222347Z,600,2026-03-06T09:17:51.880222347Z,Time's up! You couldn't defeat the enemy in time.,2026-03-06T09:17:51.880222347Z,true,2026-03-06T09:18:01.097872981Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:17:51.880222347Z,5,2026-03-06T09:17:51.880222347Z,true,2026-03-06T09:17:51.976978691Z,Round Over,2026-03-06T09:17:51.880222347Z,01KK16XXK4T3Z2ZJ0JBVS4Z11D,2026-03-06T09:17:51.880222347Z,9121,2026-03-06T09:18:01.115861096Z,1772788681106,2026-03-06T09:18:01.115861096Z,end,2026-03-06T09:17:51.880222347Z,1772788671985,2026-03-06T09:17:51.989841706Z,roundEnd,2026-03-06T09:17:51.880222347Z,true,2026-03-06T09:17:51.910497144Z,true,2026-03-06T09:17:52.009416222Z,01KK170SBMQ9C36JAX247B95D7,2026-03-06T09:17:51.880222347Z
01KK1711JD065MR2BTG5T7AG88,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:18:00.269106171Z,390,2026-03-06T09:18:00.269106171Z,,,true,2026-03-06T09:18:11.980413635Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:18:00.269106171Z,0,2026-03-06T09:18:00.269106171Z,true,2026-03-06T09:18:00.664115667Z,Stage 1,2026-03-06T09:18:00.269106171Z,01KK1711HK0WFD3V2B4P2DYY8K,2026-03-06T09:18:00.269106171Z,11307,2026-03-06T09:18:11.994626574Z,1772788691988,2026-03-06T09:18:11.994626574Z,1,2026-03-06T09:18:00.269106171Z,1772788680681,2026-03-06T09:18:00.686627606Z,,,true,2026-03-06T09:18:00.602693576Z,true,2026-03-06T09:18:00.725986952Z,01KK1711J27S40XFTZSJNZGPEF,2026-03-06T09:18:00.269106171Z
01KK1712DHPT9YVAHQPNAG3G2D,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:18:01.137527167Z,600,2026-03-06T09:18:01.137527167Z,Game Complete! Total Points: 190,2026-03-06T09:18:01.137527167Z,true,2026-03-06T09:18:27.163842341Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:18:01.137527167Z,6,2026-03-06T09:18:01.137527167Z,true,2026-03-06T09:18:01.212347176Z,Game Over,2026-03-06T09:18:01.137527167Z,01KK16XXK4T3Z2ZJ0JBVS4Z11D,2026-03-06T09:18:01.137527167Z,25842,2026-03-06T09:18:27.174408846Z,1772788707171,2026-03-06T09:18:27.174408846Z,,,1772788681329,2026-03-06T09:18:01.332812645Z,gameEnd,2026-03-06T09:18:01.137527167Z,true,2026-03-06T09:18:01.162883312Z,true,2026-03-06T09:18:01.259553834Z,01KK1712DA4N6BSJHY07QRW3QA,2026-03-06T09:18:01.137527167Z
01KK1885PPJZSMKKQX21FKB74Q,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:39:22.454090016Z,600,2026-03-06T09:39:22.454090016Z,Defeat! Your team was defeated.,2026-03-06T09:39:22.454090016Z,true,2026-03-06T09:39:26.759294346Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:39:22.454090016Z,3,2026-03-06T09:39:22.454090016Z,true,2026-03-06T09:39:22.541219312Z,Round Over,2026-03-06T09:39:22.454090016Z,01KK1877X9ZPD0N84EWZAHB1YZ,2026-03-06T09:39:22.454090016Z,4134,2026-03-06T09:39:26.772681136Z,1772789966766,2026-03-06T09:39:26.772681136Z,end,2026-03-06T09:39:22.454090016Z,1772789962632,2026-03-06T09:39:22.635119534Z,roundEnd,2026-03-06T09:39:22.454090016Z,true,2026-03-06T09:39:22.478017864Z,true,2026-03-06T09:39:22.569853709Z,01KK1885PEE64RHHPSTV77SM4Z,2026-03-06T09:39:22.454090016Z
01KK16JVYBP2RXS3MKE25ZT4Z5,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:10:15.755726447Z,390,2026-03-06T09:10:15.755726447Z,,,true,2026-03-06T09:10:33.423801551Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:10:15.755726447Z,2,2026-03-06T09:10:15.755726447Z,true,2026-03-06T09:10:15.828429429Z,Stage 3,2026-03-06T09:10:15.755726447Z,01KK16HX8P0SW37R418W4C8CGS,2026-03-06T09:10:15.755726447Z,17522,2026-03-06T09:10:33.443382519Z,1772788233430,2026-03-06T09:10:33.443382519Z,3,2026-03-06T09:10:15.755726447Z,1772788215908,2026-03-06T09:10:15.912150699Z,,,true,2026-03-06T09:10:15.782121573Z,true,2026-03-06T09:10:15.8509356Z,01KK16JVY6SZX187RS2Q38P7X0,2026-03-06T09:10:15.755726447Z
01KK17F8GYV5Q9RXB2SJ64313V,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:25:46.143027068Z,390,2026-03-06T09:25:46.143027068Z,,,true,2026-03-06T09:25:57.878953699Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:25:46.143027068Z,0,2026-03-06T09:25:46.143027068Z,true,2026-03-06T09:25:46.453126992Z,Stage 1,2026-03-06T09:25:46.143027068Z,01KK17F8G1NYHA1KG0AH51R81S,2026-03-06T09:25:46.143027068Z,11428,2026-03-06T09:25:57.896173994Z,1772789157888,2026-03-06T09:25:57.896173994Z,1,2026-03-06T09:25:46.143027068Z,1772789146460,2026-03-06T09:25:46.464404878Z,,,true,2026-03-06T09:25:46.404172547Z,true,2026-03-06T09:25:46.500356685Z,01KK17F8GTF5PYMNRB9X2W762V,2026-03-06T09:25:46.143027068Z
01KK17TE0Q9DVJJCS2QH4VHE76,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:31:52.21583603Z,600,2026-03-06T09:31:52.21583603Z,Victory! You defeated the enemy!,2026-03-06T09:31:52.21583603Z,true,2026-03-06T09:32:06.205453515Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:31:52.21583603Z,4,2026-03-06T09:31:52.21583603Z,true,2026-03-06T09:31:52.28828794Z,Round Over,2026-03-06T09:31:52.21583603Z,01KK17PT3QW6EARXJZD6Y1ENYT,2026-03-06T09:31:52.21583603Z,13839,2026-03-06T09:32:06.21595211Z,1772789526212,2026-03-06T09:32:06.21595211Z,end,2026-03-06T09:31:52.21583603Z,1772789512373,2026-03-06T09:31:52.377049194Z,roundEnd,2026-03-06T09:31:52.21583603Z,true,2026-03-06T09:31:52.240887835Z,true,2026-03-06T09:31:52.315567737Z,01KK17TE0HABHQP9AM0G8CG41F,2026-03-06T09:31:52.21583603Z
01KK185CFNWJCY7W4S94NRWDMV,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:37:51.094003809Z,390,2026-03-06T09:37:51.094003809Z,,,true,2026-03-06T09:38:06.114501307Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:37:51.094003809Z,2,2026-03-06T09:37:51.094003809Z,true,2026-03-06T09:37:51.164129783Z,Stage 3,2026-03-06T09:37:51.094003809Z,01KK184RC2B6QPW9KS7ZSVSHN3,2026-03-06T09:37:51.094003809Z,14866,2026-03-06T09:38:06.130362863Z,1772789886124,2026-03-06T09:38:06.130362863Z,3,2026-03-06T09:37:51.094003809Z,1772789871258,2026-03-06T09:37:51.263856329Z,,,true,2026-03-06T09:37:51.115734211Z,true,2026-03-06T09:37:51.190767029Z,01KK185CFGHYA4NQY09285C5Z8,2026-03-06T09:37:51.094003809Z
01KK1890T6X0RTAP13X30NH73S,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:39:50.21504271Z,390,2026-03-06T09:39:50.21504271Z,,,true,2026-03-06T09:40:01.379214831Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:39:50.21504271Z,2,2026-03-06T09:39:50.21504271Z,true,2026-03-06T09:39:50.293234256Z,Stage 3,2026-03-06T09:39:50.21504271Z,01KK1889XRBYCZT4KAXAE7T2HH,2026-03-06T09:39:50.21504271Z,11015,2026-03-06T09:40:01.400899354Z,1772790001388,2026-03-06T09:40:01.400899354Z,3,2026-03-06T09:39:50.21504271Z,1772789990373,2026-03-06T09:39:50.377096954Z,,,true,2026-03-06T09:39:50.238386115Z,true,2026-03-06T09:39:50.325240737Z,01KK1890SZRYY17CPBTG81Y1CY,2026-03-06T09:39:50.21504271Z
01KK18AEQHNRJ2VQ2W1V96KDYZ,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:40:37.233827387Z,390,2026-03-06T09:40:37.233827387Z,,,true,2026-03-06T09:40:38.536473516Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:40:37.233827387Z,3,2026-03-06T09:40:37.233827387Z,true,2026-03-06T09:40:37.304878966Z,Stage 4,2026-03-06T09:40:37.233827387Z,01KK189H5CAY574PYHYMV8VTNE,2026-03-06T09:40:37.233827387Z,1148,2026-03-06T09:40:38.554056487Z,1772790038547,2026-03-06T09:40:38.554056487Z,4,2026-03-06T09:40:37.233827387Z,1772790037399,2026-03-06T09:40:37.403133544Z,,,true,2026-03-06T09:40:37.248083173Z,true,2026-03-06T09:40:37.339189321Z,01KK18AEQCQ8M62Q8K45YNX55B,2026-03-06T09:40:37.233827387Z
