id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,endMessage,endMessageLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,stageDurationMs,stageDurationMsLastChangedAt,stageEndedAt,stageEndedAtLastChangedAt,stageNumber,stageNumberLastChangedAt,stageStartedAt,stageStartedAtLastChangedAt,stageType,stageTypeLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01KK169EJX6ENGJ9DEH1JJS3PJ,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:05:07.165221396Z,600,2026-03-06T09:05:07.165221396Z,Victory! You defeated the enemy!,2026-03-06T09:05:07.165221396Z,true,2026-03-06T09:05:12.732377427Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:05:07.165221396Z,3,2026-03-06T09:05:07.165221396Z,true,2026-03-06T09:05:07.274455562Z,Round Over,2026-03-06T09:05:07.165221396Z,01KK168211M3NJRPZVMH1E74TY,2026-03-06T09:05:07.165221396Z,5378,2026-03-06T09:05:12.759417983Z,1772787912744,2026-03-06T09:05:12.759417983Z,end,2026-03-06T09:05:07.165221396Z,1772787907366,2026-03-06T09:05:07.371815753Z,roundEnd,2026-03-06T09:05:07.165221396Z,true,2026-03-06T09:05:07.197177541Z,true,2026-03-06T09:05:07.296756344Z,01KK169EJCK2HS8WZ55760QH9J,2026-03-06T09:05:07.165221396Z
01KK16B4J6RKEDZPCGKH8TX7BH,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:06:02.439009693Z,390,2026-03-06T09:06:02.439009693Z,,,true,2026-03-06T09:06:17.183124173Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:06:02.439009693Z,3,2026-03-06T09:06:02.439009693Z,true,2026-03-06T09:06:02.518568264Z,Stage 4,2026-03-06T09:06:02.439009693Z,01KK169M1NNDT7N9NMC20V24K4,2026-03-06T09:06:02.439009693Z,14556,2026-03-06T09:06:17.195648077Z,1772787977188,2026-03-06T09:06:17.195648077Z,4,2026-03-06T09:06:02.439009693Z,1772787962632,2026-03-06T09:06:02.63491547Z,,,true,2026-03-06T09:06:02.479548195Z,true,2026-03-06T09:06:02.555282859Z,01KK16B4J0TN135RV2SM24P89R,2026-03-06T09:06:02.439009693Z
01KK16SZ1H0BP0BG19VQFWM06F,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:14:08.305642955Z,390,2026-03-06T09:14:08.305642955Z,,,true,2026-03-06T09:14:29.977961824Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:14:08.305642955Z,1,2026-03-06T09:14:08.305642955Z,true,2026-03-06T09:14:08.365761537Z,Stage 2,2026-03-06T09:14:08.305642955Z,01KK16S0DEE1KZJ24YR40AY0G8,2026-03-06T09:14:08.305642955Z,21553,2026-03-06T09:14:29.98873145Z,1772788469984,2026-03-06T09:14:29.98873145Z,2,2026-03-06T09:14:08.305642955Z,1772788448431,2026-03-06T09:14:08.434126828Z,,,true,2026-03-06T09:14:08.320202922Z,true,2026-03-06T09:14:08.388143322Z,01KK16SZ1B2AFXJBGWGH11EX7Q,2026-03-06T09:14:08.305642955Z
01KK16XPF08CEZWEWCYE7X26FC,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:16:10.592839375Z,600,2026-03-06T09:16:10.592839375Z,Victory! You defeated the enemy!,2026-03-06T09:16:10.592839375Z,true,2026-03-06T09:16:17.876981392Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:16:10.592839375Z,4,2026-03-06T09:16:10.592839375Z,true,2026-03-06T09:16:10.68182148Z,Round Over,2026-03-06T09:16:10.592839375Z,01KK16VJXQA01MCD21FT5WRE76,2026-03-06T09:16:10.592839375Z,7122,2026-03-06T09:16:17.894721785Z,1772788577883,2026-03-06T09:16:17.894721785Z,end,2026-03-06T09:16:10.592839375Z,1772788570761,2026-03-06T09:16:10.763842532Z,roundEnd,2026-03-06T09:16:10.592839375Z,true,2026-03-06T09:16:10.6232246Z,true,2026-03-06T09:16:10.704736779Z,01KK16XPESZVCZVF7YWF4WHEBX,2026-03-06T09:16:10.592839375Z
01KK18B4WJKHG12R5T93PEXN1D,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:40:59.922332178Z,390,2026-03-06T09:40:59.922332178Z,,,true,2026-03-06T09:41:10.862722792Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:40:59.922332178Z,2,2026-03-06T09:40:59.922332178Z,true,2026-03-06T09:41:00.016064429Z,Stage 3,2026-03-06T09:40:59.922332178Z,01KK18AH4922JFJNXYD0XH8Z18,2026-03-06T09:40:59.922332178Z,10736,2026-03-06T09:41:10.878948045Z,1772790070870,2026-03-06T09:41:10.878948045Z,3,2026-03-06T09:40:59.922332178Z,1772790060134,2026-03-06T09:41:00.139097934Z,,,true,2026-03-06T09:40:59.946464068Z,true,2026-03-06T09:41:00.065840984Z,01KK18B4WAGNP5XZ2MD2KFJXK3,2026-03-06T09:40:59.922332178Z
01KK164ZP65AT1QBMG8V2ERVZ7,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:02:40.838297352Z,390,2026-03-06T09:02:40.838297352Z,,,true,2026-03-06T09:03:12.785541669Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:02:40.838297352Z,2,2026-03-06T09:02:40.838297352Z,true,2026-03-06T09:02:40.889956096Z,Stage 3,2026-03-06T09:02:40.838297352Z,01KK1640VW63B5R36VJSNE32VW,2026-03-06T09:02:40.838297352Z,31836,2026-03-06T09:03:12.797876611Z,1772787792791,2026-03-06T09:03:12.797876611Z,3,2026-03-06T09:02:40.838297352Z,1772787760955,2026-03-06T09:02:40.963111471Z,,,true,2026-03-06T09:02:40.858456753Z,true,2026-03-06T09:02:40.92013835Z,01KK164ZP0A6GBN7M334BDVQSC,2026-03-06T09:02:40.838297352Z
01KK16BK0KFJFWHKES1PBX0TG8,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:06:17.235448748Z,390,2026-03-06T09:06:17.235448748Z,,,true,2026-03-06T09:06:34.966886082Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:06:17.235448748Z,4,2026-03-06T09:06:17.235448748Z,true,2026-03-06T09:06:17.311117043Z,Stage 5,2026-03-06T09:06:17.235448748Z,01KK169M1NNDT7N9NMC20V24K4,2026-03-06T09:06:17.235448748Z,17581,2026-03-06T09:06:34.979856625Z,1772787994971,2026-03-06T09:06:34.979856625Z,5,2026-03-06T09:06:17.235448748Z,1772787977390,2026-03-06T09:06:17.393726407Z,,,true,2026-03-06T09:06:17.252126895Z,true,2026-03-06T09:06:17.337261076Z,01KK16BK0E2CWMCAEENNTBKHQG,2026-03-06T09:06:17.235448748Z
01KK17JWAY6BRYY3W0514QW2FP,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:27:44.734868519Z,390,2026-03-06T09:27:44.734868519Z,,,true,2026-03-06T09:27:56.67624734Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:27:44.734868519Z,0,2026-03-06T09:27:44.734868519Z,true,2026-03-06T09:27:45.043722452Z,Stage 1,2026-03-06T09:27:44.734868519Z,01KK17JWA29ENEP6QVB7NYGZT6,2026-03-06T09:27:44.734868519Z,11634,2026-03-06T09:27:56.6939812Z,1772789276686,2026-03-06T09:27:56.6939812Z,1,2026-03-06T09:27:44.734868519Z,1772789265052,2026-03-06T09:27:45.055606457Z,,,true,2026-03-06T09:27:44.993209693Z,true,2026-03-06T09:27:45.073084531Z,01KK17JWARJ339SM6TRT6EM25N,2026-03-06T09:27:44.734868519Z
01KK185V70X3MQ7N3CC233SSQD,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:38:06.176775115Z,390,2026-03-06T09:38:06.176775115Z,,,true,2026-03-06T09:38:12.483981763Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:38:06.176775115Z,3,2026-03-06T09:38:06.176775115Z,true,2026-03-06T09:38:06.253644693Z,Stage 4,2026-03-06T09:38:06.176775115Z,01KK184RC2B6QPW9KS7ZSVSHN3,2026-03-06T09:38:06.176775115Z,6149,2026-03-06T09:38:12.495929109Z,1772789892490,2026-03-06T09:38:12.495929109Z,4,2026-03-06T09:38:06.176775115Z,1772789886341,2026-03-06T09:38:06.348177798Z,,,true,2026-03-06T09:38:06.198205909Z,true,2026-03-06T09:38:06.2828169Z,01KK185V6R7FKSTSDSKH1XBEVT,2026-03-06T09:38:06.176775115Z
01KK18AAP222YVAHXD0V23KD0Q,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:40:33.090705294Z,390,2026-03-06T09:40:33.090705294Z,,,true,2026-03-06T09:40:37.187730551Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:40:33.090705294Z,2,2026-03-06T09:40:33.090705294Z,true,2026-03-06T09:40:33.156561034Z,Stage 3,2026-03-06T09:40:33.090705294Z,01KK189H5CAY574PYHYMV8VTNE,2026-03-06T09:40:33.090705294Z,3950,2026-03-06T09:40:37.202142407Z,1772790037196,2026-03-06T09:40:37.202142407Z,3,2026-03-06T09:40:33.090705294Z,1772790033246,2026-03-06T09:40:33.250145846Z,,,true,2026-03-06T09:40:33.113211031Z,true,2026-03-06T09:40:33.185568708Z,01KK18AANWPWN0HS7VBGSV2NY4,2026-03-06T09:40:33.090705294Z
01KK165YY0X5A6F43QP28ZPCTA,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:03:12.832482102Z,390,2026-03-06T09:03:12.832482102Z,,,true,2026-03-06T09:03:49.107078187Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:03:12.832482102Z,3,2026-03-06T09:03:12.832482102Z,true,2026-03-06T09:03:12.890224602Z,Stage 4,2026-03-06T09:03:12.832482102Z,01KK1640VW63B5R36VJSNE32VW,2026-03-06T09:03:12.832482102Z,36155,2026-03-06T09:03:49.120091376Z,1772787829111,2026-03-06T09:03:49.120091376Z,4,2026-03-06T09:03:12.832482102Z,1772787792956,2026-03-06T09:03:12.959861691Z,,,true,2026-03-06T09:03:12.848912498Z,true,2026-03-06T09:03:12.920899034Z,01KK165YXTWXAX4RS692J4YFBT,2026-03-06T09:03:12.832482102Z
01KK169XX5P79PQKA9JGQT1DJG,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:05:22.853448628Z,390,2026-03-06T09:05:22.853448628Z,,,true,2026-03-06T09:05:41.888549337Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:05:22.853448628Z,1,2026-03-06T09:05:22.853448628Z,true,2026-03-06T09:05:22.924554905Z,Stage 2,2026-03-06T09:05:22.853448628Z,01KK169M1NNDT7N9NMC20V24K4,2026-03-06T09:05:22.853448628Z,18904,2026-03-06T09:05:41.901162773Z,1772787941893,2026-03-06T09:05:41.901162773Z,2,2026-03-06T09:05:22.853448628Z,1772787922989,2026-03-06T09:05:22.999507848Z,,,true,2026-03-06T09:05:22.865366621Z,true,2026-03-06T09:05:22.944559735Z,01KK169XX0QBSTV2WG3PF6RZ25,2026-03-06T09:05:22.853448628Z
01KK16ZBNJN5W56HEJ488DC8N5,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:17:05.07451308Z,390,2026-03-06T09:17:05.07451308Z,,,true,2026-03-06T09:17:30.229890012Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:17:05.07451308Z,3,2026-03-06T09:17:05.07451308Z,true,2026-03-06T09:17:05.150700836Z,Stage 4,2026-03-06T09:17:05.07451308Z,01KK16XXK4T3Z2ZJ0JBVS4Z11D,2026-03-06T09:17:05.07451308Z,24996,2026-03-06T09:17:30.248519713Z,1772788650238,2026-03-06T09:17:30.248519713Z,4,2026-03-06T09:17:05.07451308Z,1772788625242,2026-03-06T09:17:05.245639782Z,,,true,2026-03-06T09:17:05.103634077Z,true,2026-03-06T09:17:05.203781035Z,01KK16ZBNDSX96PX5ES8BZQX2S,2026-03-06T09:17:05.07451308Z
01KK17AQD9DNQRPWTTZXHYH7TG,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:23:17.545104925Z,390,2026-03-06T09:23:17.545104925Z,,,true,2026-03-06T09:29:47.646530648Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:23:17.545104925Z,1,2026-03-06T09:23:17.545104925Z,true,2026-03-06T09:23:17.606134249Z,Stage 2,2026-03-06T09:23:17.545104925Z,01KK17A52T6JTBTAAHSAJ8C37F,2026-03-06T09:23:17.545104925Z,389969,2026-03-06T09:29:47.664488746Z,1772789387654,2026-03-06T09:29:47.664488746Z,2,2026-03-06T09:23:17.545104925Z,1772788997685,2026-03-06T09:23:17.693172628Z,,,true,2026-03-06T09:23:17.564392183Z,true,2026-03-06T09:23:17.635716385Z,01KK17AQD1ZFPS7WMRSVGE0GRP,2026-03-06T09:23:17.545104925Z
01KK17GB4V4CVZJW0DNVCC7XRD,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:26:21.595778714Z,390,2026-03-06T09:26:21.595778714Z,,,true,2026-03-06T09:26:40.054547656Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:26:21.595778714Z,2,2026-03-06T09:26:21.595778714Z,true,2026-03-06T09:26:21.681692951Z,Stage 3,2026-03-06T09:26:21.595778714Z,01KK17F8G1NYHA1KG0AH51R81S,2026-03-06T09:26:21.595778714Z,18299,2026-03-06T09:26:40.069258402Z,1772789200060,2026-03-06T09:26:40.069258402Z,3,2026-03-06T09:26:21.595778714Z,1772789181761,2026-03-06T09:26:21.765553442Z,,,true,2026-03-06T09:26:21.630077287Z,true,2026-03-06T09:26:21.707788545Z,01KK17GB4M9B9HH37WV71ZKBM7,2026-03-06T09:26:21.595778714Z
01KK16E9D7EHED0YM7M2N554S7,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:07:45.703593334Z,390,2026-03-06T09:07:45.703593334Z,,,true,2026-03-06T09:08:54.147483729Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:07:45.703593334Z,1,2026-03-06T09:07:45.703593334Z,true,2026-03-06T09:07:45.757620241Z,Stage 2,2026-03-06T09:07:45.703593334Z,01KK16DV06Q1FP9X4NX7Y9QX7G,2026-03-06T09:07:45.703593334Z,68388,2026-03-06T09:08:54.158068047Z,1772788134152,2026-03-06T09:08:54.158068047Z,2,2026-03-06T09:07:45.703593334Z,1772788065764,2026-03-06T09:07:45.767145411Z,,,true,2026-03-06T09:07:45.71463666Z,true,2026-03-06T09:07:45.781644437Z,01KK16E9D05JEJD9YX2648KX12,2026-03-06T09:07:45.703593334Z
01KK16QNZX0B8T2EYVDDKZD5FE,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:12:53.501331316Z,600,2026-03-06T09:12:53.501331316Z,Defeat!,2026-03-06T09:12:53.501331316Z,true,2026-03-06T09:13:09.959230592Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:12:53.501331316Z,3,2026-03-06T09:12:53.501331316Z,true,2026-03-06T09:12:53.573363325Z,Round Over,2026-03-06T09:12:53.501331316Z,01KK16NSECF3CGGVPZDXENECVQ,2026-03-06T09:12:53.501331316Z,16387,2026-03-06T09:13:09.977461976Z,1772788389966,2026-03-06T09:13:09.977461976Z,end,2026-03-06T09:12:53.501331316Z,1772788373579,2026-03-06T09:12:53.58258295Z,roundEnd,2026-03-06T09:12:53.501331316Z,true,2026-03-06T09:12:53.513224292Z,true,2026-03-06T09:12:53.592779754Z,01KK16QNZQK3V0ZSEF7CKDQ3FS,2026-03-06T09:12:53.501331316Z
01KK183HVYXAW0Z25E2Q3W5CVV,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:36:51.070729452Z,390,2026-03-06T09:36:51.070729452Z,,,true,2026-03-06T09:37:24.574597423Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:36:51.070729452Z,2,2026-03-06T09:36:51.070729452Z,true,2026-03-06T09:36:51.132886448Z,Stage 3,2026-03-06T09:36:51.070729452Z,01KK182V8M0SGQXCRZPG40XPXB,2026-03-06T09:36:51.070729452Z,33371,2026-03-06T09:37:24.593777366Z,1772789844586,2026-03-06T09:37:24.593777366Z,3,2026-03-06T09:36:51.070729452Z,1772789811215,2026-03-06T09:36:51.21871246Z,,,true,2026-03-06T09:36:51.084019836Z,true,2026-03-06T09:36:51.160693517Z,01KK183HVSX6BW2QMJ0X3GJVGE,2026-03-06T09:36:51.070729452Z
01KK15ZWB2DTKH4PMCWZ70ZB54,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T08:59:53.57046189Z,390,2026-03-06T08:59:53.57046189Z,,,true,2026-03-06T09:00:17.539841557Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T08:59:53.57046189Z,1,2026-03-06T08:59:53.57046189Z,true,2026-03-06T08:59:53.642895283Z,Stage 2,2026-03-06T08:59:53.57046189Z,01KK15ZACCMVS9G9GWWF4PMQW6,2026-03-06T08:59:53.57046189Z,23820,2026-03-06T09:00:17.554503571Z,1772787617545,2026-03-06T09:00:17.554503571Z,2,2026-03-06T08:59:53.57046189Z,1772787593725,2026-03-06T08:59:53.728837087Z,,,true,2026-03-06T08:59:53.591767038Z,true,2026-03-06T08:59:53.664803778Z,01KK15ZWAXT8XZBBDF4WTK92ZP,2026-03-06T08:59:53.57046189Z
01KK162M3KBTTCMR4KERTA2KNV,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:01:23.443342884Z,390,2026-03-06T09:01:23.443342884Z,,,true,2026-03-06T09:01:48.671644808Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:01:23.443342884Z,4,2026-03-06T09:01:23.443342884Z,true,2026-03-06T09:01:23.500946064Z,Stage 5,2026-03-06T09:01:23.443342884Z,01KK15ZACCMVS9G9GWWF4PMQW6,2026-03-06T09:01:23.443342884Z,25092,2026-03-06T09:01:48.682534978Z,1772787708676,2026-03-06T09:01:48.682534978Z,5,2026-03-06T09:01:23.443342884Z,1772787683584,2026-03-06T09:01:23.587864607Z,,,true,2026-03-06T09:01:23.456421873Z,true,2026-03-06T09:01:23.524146454Z,01KK162M3D58FYH9AEF92VZZFS,2026-03-06T09:01:23.443342884Z
01KK16901XC31N0WR136P459HC,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:04:52.285215763Z,390,2026-03-06T09:04:52.285215763Z,,,true,2026-03-06T09:05:07.08327731Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:04:52.285215763Z,2,2026-03-06T09:04:52.285215763Z,true,2026-03-06T09:04:52.355917215Z,Stage 3,2026-03-06T09:04:52.285215763Z,01KK168211M3NJRPZVMH1E74TY,2026-03-06T09:04:52.285215763Z,14649,2026-03-06T09:05:07.093557437Z,1772787907087,2026-03-06T09:05:07.093557437Z,3,2026-03-06T09:04:52.285215763Z,1772787892438,2026-03-06T09:04:52.442659848Z,,,true,2026-03-06T09:04:52.301019903Z,true,2026-03-06T09:04:52.380848515Z,01KK16901PQCY2XWMKWBDQWDBQ,2026-03-06T09:04:52.285215763Z
01KK17DAV4FD1DNEHY1HGPFNMF,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:24:42.980702361Z,600,2026-03-06T09:24:42.980702361Z,Victory! You defeated the enemy!,2026-03-06T09:24:42.980702361Z,true,2026-03-06T09:25:46.097208842Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:24:42.980702361Z,4,2026-03-06T09:24:42.980702361Z,true,2026-03-06T09:24:43.044212621Z,Round Over,2026-03-06T09:24:42.980702361Z,01KK17B313DF06CWW2BWNN8JQH,2026-03-06T09:24:42.980702361Z,62988,2026-03-06T09:25:46.118477613Z,1772789146105,2026-03-06T09:25:46.118477613Z,end,2026-03-06T09:24:42.980702361Z,1772789083117,2026-03-06T09:24:43.121775525Z,roundEnd,2026-03-06T09:24:42.980702361Z,true,2026-03-06T09:24:43.001477761Z,true,2026-03-06T09:24:43.065549074Z,01KK17DATZSNEEV8S7HCSXYQD2,2026-03-06T09:24:42.980702361Z
01KK1877YAV91G3CGR2YYB9D0R,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:38:51.978896947Z,390,2026-03-06T09:38:51.978896947Z,,,true,2026-03-06T09:38:56.184346875Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:38:51.978896947Z,0,2026-03-06T09:38:51.978896947Z,true,2026-03-06T09:38:52.327811424Z,Stage 1,2026-03-06T09:38:51.978896947Z,01KK1877X9ZPD0N84EWZAHB1YZ,2026-03-06T09:38:51.978896947Z,3856,2026-03-06T09:38:56.202446401Z,1772789936195,2026-03-06T09:38:56.202446401Z,1,2026-03-06T09:38:51.978896947Z,1772789932339,2026-03-06T09:38:52.344955421Z,,,true,2026-03-06T09:38:52.274605531Z,true,2026-03-06T09:38:52.364922893Z,01KK1877Y237BPHKFK8XM34Z0S,2026-03-06T09:38:51.978896947Z
01KK17BCBKWQ00JG3F5RYG09XV,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:23:38.99574025Z,390,2026-03-06T09:23:38.99574025Z,,,true,2026-03-06T09:23:58.888272162Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:23:38.99574025Z,1,2026-03-06T09:23:38.99574025Z,true,2026-03-06T09:23:39.060515733Z,Stage 2,2026-03-06T09:23:38.99574025Z,01KK17B313DF06CWW2BWNN8JQH,2026-03-06T09:23:38.99574025Z,19763,2026-03-06T09:23:58.900768475Z,1772789038893,2026-03-06T09:23:58.900768475Z,2,2026-03-06T09:23:38.99574025Z,1772789019130,2026-03-06T09:23:39.133700546Z,,,true,2026-03-06T09:23:39.010961032Z,true,2026-03-06T09:23:39.092962838Z,01KK17BCBETSFJN7EZB3CM7N4F,2026-03-06T09:23:38.99574025Z
01KK17KY3M1FQD850D5K0JWCPN,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:28:19.316812712Z,390,2026-03-06T09:28:19.316812712Z,,,true,2026-03-06T09:28:57.416593123Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:28:19.316812712Z,2,2026-03-06T09:28:19.316812712Z,true,2026-03-06T09:28:19.39981348Z,Stage 3,2026-03-06T09:28:19.316812712Z,01KK17JWA29ENEP6QVB7NYGZT6,2026-03-06T09:28:19.316812712Z,37949,2026-03-06T09:28:57.434617693Z,1772789337424,2026-03-06T09:28:57.434617693Z,3,2026-03-06T09:28:19.316812712Z,1772789299475,2026-03-06T09:28:19.478968446Z,,,true,2026-03-06T09:28:19.334848637Z,true,2026-03-06T09:28:19.427340621Z,01KK17KY3ECGRVCWRYX61HXB5Z,2026-03-06T09:28:19.316812712Z
01KK17PGXRFH2297969W7ZW92W,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:29:44.120883801Z,600,2026-03-06T09:29:44.120883801Z,Victory! You defeated the enemy!,2026-03-06T09:29:44.120883801Z,true,2026-03-06T09:29:53.505314363Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:29:44.120883801Z,4,2026-03-06T09:29:44.120883801Z,true,2026-03-06T09:29:44.192550926Z,Round Over,2026-03-06T09:29:44.120883801Z,01KK17JWA29ENEP6QVB7NYGZT6,2026-03-06T09:29:44.120883801Z,9226,2026-03-06T09:29:53.521171702Z,1772789393510,2026-03-06T09:29:53.521171702Z,end,2026-03-06T09:29:44.120883801Z,1772789384284,2026-03-06T09:29:44.288732829Z,roundEnd,2026-03-06T09:29:44.120883801Z,true,2026-03-06T09:29:44.14116222Z,true,2026-03-06T09:29:44.222841918Z,01KK17PGXJM974EE1B757S6TJF,2026-03-06T09:29:44.120883801Z
01KK1861D45N66WHRGZ3Y4BT30,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:38:12.516655953Z,390,2026-03-06T09:38:12.516655953Z,,,true,2026-03-06T09:38:13.31040938Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:38:12.516655953Z,4,2026-03-06T09:38:12.516655953Z,true,2026-03-06T09:38:12.605002866Z,Stage 5,2026-03-06T09:38:12.516655953Z,01KK184RC2B6QPW9KS7ZSVSHN3,2026-03-06T09:38:12.516655953Z,625,2026-03-06T09:38:13.324014686Z,1772789893317,2026-03-06T09:38:13.324014686Z,5,2026-03-06T09:38:12.516655953Z,1772789892692,2026-03-06T09:38:12.696993222Z,,,true,2026-03-06T09:38:12.53316358Z,true,2026-03-06T09:38:12.638775016Z,01KK1861CZXGAH898Z8CM07QKT,2026-03-06T09:38:12.516655953Z
01KK160KSGFWEBRFJV1ARJMKWA,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:00:17.584051623Z,390,2026-03-06T09:00:17.584051623Z,,,true,2026-03-06T09:00:52.430733984Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:00:17.584051623Z,2,2026-03-06T09:00:17.584051623Z,true,2026-03-06T09:00:17.678043536Z,Stage 3,2026-03-06T09:00:17.584051623Z,01KK15ZACCMVS9G9GWWF4PMQW6,2026-03-06T09:00:17.584051623Z,34678,2026-03-06T09:00:52.449038671Z,1772787652441,2026-03-06T09:00:52.449038671Z,3,2026-03-06T09:00:17.584051623Z,1772787617763,2026-03-06T09:00:17.776845337Z,,,true,2026-03-06T09:00:17.604539378Z,true,2026-03-06T09:00:17.716921591Z,01KK160KSASJH0FP086TZVC4DZ,2026-03-06T09:00:17.584051623Z
01KK16JBCRXTQ1F7ZW48VV7QF7,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:09:58.808681175Z,390,2026-03-06T09:09:58.808681175Z,,,true,2026-03-06T09:10:15.708467396Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:09:58.808681175Z,1,2026-03-06T09:09:58.808681175Z,true,2026-03-06T09:09:58.909186423Z,Stage 2,2026-03-06T09:09:58.808681175Z,01KK16HX8P0SW37R418W4C8CGS,2026-03-06T09:09:58.808681175Z,16731,2026-03-06T09:10:15.727441244Z,1772788215715,2026-03-06T09:10:15.727441244Z,2,2026-03-06T09:09:58.808681175Z,1772788198984,2026-03-06T09:09:58.988073871Z,,,true,2026-03-06T09:09:58.828981806Z,true,2026-03-06T09:09:58.943192009Z,01KK16JBCK3WKNYS087J4SH9Z7,2026-03-06T09:09:58.808681175Z
01KK16X1S46H4H8JA7N8VSENKW,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:15:49.412235449Z,390,2026-03-06T09:15:49.412235449Z,,,true,2026-03-06T09:16:10.502959287Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:15:49.412235449Z,3,2026-03-06T09:15:49.412235449Z,true,2026-03-06T09:15:49.49944188Z,Stage 4,2026-03-06T09:15:49.412235449Z,01KK16VJXQA01MCD21FT5WRE76,2026-03-06T09:15:49.412235449Z,20934,2026-03-06T09:16:10.521654153Z,1772788570509,2026-03-06T09:16:10.521654153Z,4,2026-03-06T09:15:49.412235449Z,1772788549575,2026-03-06T09:15:49.579729837Z,,,true,2026-03-06T09:15:49.434140412Z,true,2026-03-06T09:15:49.522032635Z,01KK16X1RY5ES5J914D070H2V9,2026-03-06T09:15:49.412235449Z
