id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,finalOutcome,finalOutcomeLastChangedAt,gameDurationMs,gameDurationMsLastChangedAt,gameEndedAt,gameEndedAtLastChangedAt,gameSeed,gameSeedLastChangedAt,gameStartedAt,gameStartedAtLastChangedAt,groupID,groupIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,round1Assignments,round1AssignmentsLastChangedAt,round1BotAssignments,round1BotAssignmentsLastChangedAt,round1Config,round1ConfigLastChangedAt,round2Assignments,round2AssignmentsLastChangedAt,round2BotAssignments,round2BotAssignmentsLastChangedAt,round2Config,round2ConfigLastChangedAt,round3Assignments,round3AssignmentsLastChangedAt,round3BotAssignments,round3BotAssignmentsLastChangedAt,round3Config,round3ConfigLastChangedAt,round4Assignments,round4AssignmentsLastChangedAt,round4BotAssignments,round4BotAssignmentsLastChangedAt,round4Config,round4ConfigLastChangedAt,round5Assignments,round5AssignmentsLastChangedAt,round5BotAssignments,round5BotAssignmentsLastChangedAt,round5Config,round5ConfigLastChangedAt,round6Assignments,round6AssignmentsLastChangedAt,round6BotAssignments,round6BotAssignmentsLastChangedAt,round6Config,round6ConfigLastChangedAt,round7Assignments,round7AssignmentsLastChangedAt,round7BotAssignments,round7BotAssignmentsLastChangedAt,round7Config,round7ConfigLastChangedAt,round8Assignments,round8AssignmentsLastChangedAt,round8BotAssignments,round8BotAssignmentsLastChangedAt,round8Config,round8ConfigLastChangedAt,roundIndex,roundIndexLastChangedAt,roundOutcomes,roundOutcomesLastChangedAt,shuffledRoundOrder,shuffledRoundOrderLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,teamActionHistory,teamActionHistoryLastChangedAt,totalPoints,totalPointsLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01KK14SV1SHNHV5TT56KRZG8RN,,,01KK14SV15ZGHCBH768Z7K8EN8,2026-03-06T08:39:07.065416409Z,false,2026-03-06T08:39:07.065416409Z,shared lobby timeout,2026-03-06T09:44:17.401910022Z,,,,,,,,,,,01KK14SV2TJH7DBF4YZSMKEEAC,2026-03-06T08:39:07.102511687Z,01KK17NPSG8WTSQGKFAVFKJV4R,2026-03-06T09:29:17.372338683Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2026-03-06T08:39:07.065416409Z,,,failed,2026-03-06T09:44:17.401910022Z,,,,,"{""botRoundIds"":[[4,10],[5,14],[9,15]],""gameSeed"":348989437,""humanRoundIds"":[1,2,3,4,5,6],""maxRounds"":8,""maxStagesPerRound"":5,""playerCount"":3,""showTutorial"":true,""totalPlayers"":3}",2026-03-06T08:39:07.065416409Z,PilotTreatment,2026-03-06T08:39:07.065416409Z
01KK14SP2D05SY2J5VP6VS1BFA,3,2026-03-06T08:56:06.93757885Z,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T08:39:01.966033328Z,true,2026-03-06T09:11:23.911028691Z,end of game,2026-03-06T09:11:24.003237509Z,"Game Complete! Wins: 4, Losses: 1, Timeouts: 3, Total Points: 123",2026-03-06T09:11:18.40218713Z,916962,2026-03-06T09:11:23.965470426Z,1772788283943,2026-03-06T09:11:23.965470426Z,348989437,2026-03-06T08:56:07.008567404Z,1772787366981,2026-03-06T08:56:07.008567404Z,01KK14SP4Q11YDTVRC12C8C1E9,2026-03-06T08:39:02.062336628Z,01KK15BGHP882C1BT9BN25JTSP,2026-03-06T08:48:46.147342122Z,"[{""empiricaPlayerId"":""01KK14VZHF7ANFGF38NNJCNQ5J"",""playerId"":0,""stats"":{""STR"":4,""DEF"":1,""SUP"":1}},{""empiricaPlayerId"":""01KK151EAZ3RYJENNDVWS0NTPD"",""playerId"":1,""stats"":{""STR"":2,""DEF"":2,""SUP"":2}},{""empiricaPlayerId"":""01KK152B7R4ZD53WXFFZ6BYJE1"",""playerId"":2,""stats"":{""STR"":2,""DEF"":2,""SUP"":2}}]",2026-03-06T08:56:07.008567404Z,[],2026-03-06T08:56:07.008567404Z,"{""id"":3,""envId"":""411_222_222_FMM"",""maxEnemyHealth"":30,""maxTeamHealth"":10,""bossDamage"":9,""statProfile"":""imbalanced-oneunique-str"",""statProfileId"":""411_222_222"",""optimalRoles"":[0,2,2],""optimalRolesId"":""FMM"",""playerDeviateProbability"":0,""enemyAttackProbability"":0.25,""enemyIntentSequence"":""1000010000"",""botPlayers"":[]}",2026-03-06T08:56:07.008567404Z,"[{""empiricaPlayerId"":""01KK14VZHF7ANFGF38NNJCNQ5J"",""playerId"":0,""stats"":{""STR"":1,""DEF"":1,""SUP"":4}},{""empiricaPlayerId"":""01KK151EAZ3RYJENNDVWS0NTPD"",""playerId"":1,""stats"":{""STR"":2,""DEF"":2,""SUP"":2}},{""empiricaPlayerId"":""01KK152B7R4ZD53WXFFZ6BYJE1"",""playerId"":2,""stats"":{""STR"":2,""DEF"":2,""SUP"":2}}]",2026-03-06T08:59:35.184018774Z,[],2026-03-06T08:59:35.184018774Z,"{""id"":6,""envId"":""114_222_222_MFF"",""maxEnemyHealth"":25,""maxTeamHealth"":15,""bossDamage"":5,""statProfile"":""imbalanced-oneunique-sup"",""statProfileId"":""114_222_222"",""optimalRoles"":[2,0,0],""optimalRolesId"":""MFF"",""playerDeviateProbability"":0,""enemyAttackProbability"":0.66,""enemyIntentSequence"":""1100110011"",""botPlayers"":[]}",2026-03-06T08:59:35.184018774Z,"[{""empiricaPlayerId"":""01KK14VZHF7ANFGF38NNJCNQ5J"",""playerId"":0,""stats"":{""STR"":4,""DEF"":1,""SUP"":1}},{""empiricaPlayerId"":""01KK151EAZ3RYJENNDVWS0NTPD"",""playerId"":1,""stats"":{""STR"":1,""DEF"":4,""SUP"":1}},{""empiricaPlayerId"":""01KK152B7R4ZD53WXFFZ6BYJE1"",""playerId"":2,""stats"":{""STR"":1,""DEF"":1,""SUP"":4}}]",2026-03-06T09:02:09.279122913Z,[],2026-03-06T09:02:09.279122913Z,"{""id"":5,""envId"":""411_141_114_FTM"",""maxEnemyHealth"":30,""maxTeamHealth"":15,""bossDamage"":7,""statProfile"":""imbalanced-allunique"",""statProfileId"":""411_141_114"",""optimalRoles"":[0,1,2],""optimalRolesId"":""FTM"",""playerDeviateProbability"":0,""enemyAttackProbability"":0.8,""enemyIntentSequence"":""1110110111"",""botPlayers"":[]}",2026-03-06T09:02:09.279122913Z,"[{""empiricaPlayerId"":""01KK14VZHF7ANFGF38NNJCNQ5J"",""playerId"":0,""stats"":{""STR"":2,""DEF"":2,""SUP"":2}},{""empiricaPlayerId"":""01KK151EAZ3RYJENNDVWS0NTPD"",""playerId"":1,""stats"":{""STR"":2,""DEF"":2,""SUP"":2}},{""empiricaPlayerId"":""01KK152B7R4ZD53WXFFZ6BYJE1"",""playerId"":2,""stats"":{""STR"":2,""DEF"":2,""SUP"":2}}]",2026-03-06T09:04:21.538293641Z,[],2026-03-06T09:04:21.538293641Z,"{""id"":1,""envId"":""222_222_222_FFF"",""maxEnemyHealth"":30,""maxTeamHealth"":15,""bossDamage"":2,""statProfile"":""balanced"",""statProfileId"":""222_222_222"",""optimalRoles"":[0,0,0],""optimalRolesId"":""FFF"",""playerDeviateProbability"":0,""enemyAttackProbability"":0.25,""enemyIntentSequence"":""1100000011"",""botPlayers"":[]}",2026-03-06T09:04:21.538293641Z,"[{""empiricaPlayerId"":""01KK14VZHF7ANFGF38NNJCNQ5J"",""playerId"":0,""stats"":{""STR"":4,""DEF"":1,""SUP"":1}},{""empiricaPlayerId"":""01KK151EAZ3RYJENNDVWS0NTPD"",""playerId"":1,""stats"":{""STR"":1,""DEF"":4,""SUP"":1}},{""empiricaPlayerId"":""01KK152B7R4ZD53WXFFZ6BYJE1"",""playerId"":2,""stats"":{""STR"":1,""DEF"":1,""SUP"":4}}]",2026-03-06T09:05:12.759417983Z,[],2026-03-06T09:05:12.759417983Z,"{""id"":4,""envId"":""411_141_114_FTF"",""maxEnemyHealth"":30,""maxTeamHealth"":15,""bossDamage"":5,""statProfile"":""imbalanced-allunique"",""statProfileId"":""411_141_114"",""optimalRoles"":[0,1,0],""optimalRolesId"":""FTF"",""playerDeviateProbability"":0,""enemyAttackProbability"":0.66,""enemyIntentSequence"":""1100110011"",""botPlayers"":[]}",2026-03-06T09:05:12.759417983Z,"[{""empiricaPlayerId"":""01KK14VZHF7ANFGF38NNJCNQ5J"",""playerId"":0,""stats"":{""STR"":4,""DEF"":1,""SUP"":1}},{""empiricaPlayerId"":""01KK151EAZ3RYJENNDVWS0NTPD"",""playerId"":1,""stats"":{""STR"":4,""DEF"":1,""SUP"":1}},{""empiricaPlayerId"":""01KK152B7R4ZD53WXFFZ6BYJE1"",""playerId"":2,""stats"":{""STR"":4,""DEF"":1,""SUP"":1}}]",2026-03-06T09:06:42.337041781Z,[],2026-03-06T09:06:42.337041781Z,"{""id"":10,""envId"":""5280"",""maxEnemyHealth"":30,""maxTeamHealth"":5,""bossDamage"":3,""statProfile"":""imbalanced-oneunique-str"",""statProfileId"":""411_222_222"",""optimalRoles"":[0,2,2],""deviateRoles"":[2,0,1],""optimalDeviateRolesId"":""FMM_MFT"",""humanRole"":2,""playerDeviateProbability"":0,""enemyAttackProbability"":1,""enemyIntentSequence"":""1111111111"",""botPlayers"":[{""strategy"":{""type"":""fixed"",""role"":0}},{""strategy"":{""type"":""fixed"",""role"":1}}]}",2026-03-06T09:06:42.337041781Z,"[{""empiricaPlayerId"":""01KK14VZHF7ANFGF38NNJCNQ5J"",""playerId"":0,""stats"":{""STR"":4,""DEF"":1,""SUP"":1}},{""empiricaPlayerId"":""01KK151EAZ3RYJENNDVWS0NTPD"",""playerId"":1,""stats"":{""STR"":1,""DEF"":4,""SUP"":1}},{""empiricaPlayerId"":""01KK152B7R4ZD53WXFFZ6BYJE1"",""playerId"":2,""stats"":{""STR"":1,""DEF"":1,""SUP"":4}}]",2026-03-06T09:08:27.349096955Z,[],2026-03-06T09:08:27.349096955Z,"{""id"":2,""envId"":""411_141_114_FFM"",""maxEnemyHealth"":30,""maxTeamHealth"":5,""bossDamage"":2,""statProfile"":""imbalanced-allunique"",""statProfileId"":""411_141_114"",""optimalRoles"":[0,0,2],""optimalRolesId"":""FFM"",""playerDeviateProbability"":0,""enemyAttackProbability"":0.8,""enemyIntentSequence"":""1110110111"",""botPlayers"":[]}",2026-03-06T09:08:27.349096955Z,"[{""empiricaPlayerId"":""01KK14VZHF7ANFGF38NNJCNQ5J"",""playerId"":0,""stats"":{""STR"":1,""DEF"":1,""SUP"":4}},{""empiricaPlayerId"":""01KK151EAZ3RYJENNDVWS0NTPD"",""playerId"":1,""stats"":{""STR"":1,""DEF"":4,""SUP"":1}},{""empiricaPlayerId"":""01KK152B7R4ZD53WXFFZ6BYJE1"",""playerId"":2,""stats"":{""STR"":1,""DEF"":4,""SUP"":1}}]",2026-03-06T09:09:44.348896997Z,[],2026-03-06T09:09:44.348896997Z,"{""id"":4,""envId"":""5500"",""maxEnemyHealth"":30,""maxTeamHealth"":5,""bossDamage"":1,""statProfile"":""imbalanced-oneunique-sup"",""statProfileId"":""114_222_222"",""optimalRoles"":[2,0,0],""deviateRoles"":[1,2,2],""optimalDeviateRolesId"":""MFF_TMM"",""humanRole"":1,""playerDeviateProbability"":0,""enemyAttackProbability"":1,""enemyIntentSequence"":""1111111111"",""botPlayers"":[{""strategy"":{""type"":""fixed"",""role"":2}},{""strategy"":{""type"":""fixed"",""role"":2}}]}",2026-03-06T09:09:44.348896997Z,7,2026-03-06T09:09:44.348896997Z,"[{""roundNumber"":1,""outcome"":""WIN"",""pointsEarned"":40,""turnsTaken"":6},{""roundNumber"":2,""outcome"":""TIMEOUT"",""pointsEarned"":0,""turnsTaken"":10},{""roundNumber"":3,""outcome"":""TIMEOUT"",""pointsEarned"":0,""turnsTaken"":10},{""roundNumber"":4,""outcome"":""WIN"",""pointsEarned"":40,""turnsTaken"":6},{""roundNumber"":5,""outcome"":""WIN"",""pointsEarned"":10,""turnsTaken"":9},{""roundNumber"":6,""outcome"":""LOSE"",""pointsEarned"":3},{""roundNumber"":7,""outcome"":""WIN"",""pointsEarned"":30,""turnsTaken"":7},{""roundNumber"":8,""outcome"":""TIMEOUT"",""pointsEarned"":0}]",2026-03-06T09:11:12.762537441Z,"[{""type"":""human"",""humanConfigId"":3,""originalIndex"":2},{""type"":""human"",""humanConfigId"":6,""originalIndex"":5},{""type"":""human"",""humanConfigId"":5,""originalIndex"":4},{""type"":""human"",""humanConfigId"":1,""originalIndex"":0},{""type"":""human"",""humanConfigId"":4,""originalIndex"":3},{""type"":""bot"",""botSlotIndex"":1},{""type"":""human"",""humanConfigId"":2,""originalIndex"":1},{""type"":""bot"",""botSlotIndex"":0}]",2026-03-06T08:56:07.008567404Z,null,2026-03-06T09:11:23.911028691Z,true,2026-03-06T08:56:06.93757885Z,true,2026-03-06T08:56:06.93757885Z,ended,2026-03-06T09:11:24.003237509Z,"[{""round"":1,""stage"":1,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":26,""teamHealth"":3,""enemyIntent"":""WILL_ATTACK""},{""round"":1,""stage"":1,""turn"":2,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""ATTACK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":18,""teamHealth"":3,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":1,""stage"":2,""turn"":1,""actions"":[{""playerId"":0,""action"":""HEAL""},{""playerId"":1,""action"":""HEAL""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":16,""teamHealth"":6,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":1,""stage"":2,""turn"":2,""actions"":[{""playerId"":0,""action"":""HEAL""},{""playerId"":1,""action"":""HEAL""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":14,""teamHealth"":9,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":1,""stage"":3,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""ATTACK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":6,""teamHealth"":9,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":1,""stage"":3,""turn"":2,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":0,""teamHealth"":2,""enemyIntent"":""WILL_ATTACK""},{""round"":2,""stage"":1,""turn"":1,""actions"":[{""playerId"":0,""action"":""BLOCK""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":23,""teamHealth"":12,""enemyIntent"":""WILL_ATTACK""},{""round"":2,""stage"":1,""turn"":2,""actions"":[{""playerId"":0,""action"":""BLOCK""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":21,""teamHealth"":9,""enemyIntent"":""WILL_ATTACK""},{""round"":2,""stage"":2,""turn"":1,""actions"":[{""playerId"":0,""action"":""HEAL""},{""playerId"":1,""action"":""HEAL""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":19,""teamHealth"":15,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":2,""stage"":2,""turn"":2,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""ATTACK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":14,""teamHealth"":15,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":2,""stage"":3,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":13,""teamHealth"":12,""enemyIntent"":""WILL_ATTACK""},{""round"":2,""stage"":3,""turn"":2,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":12,""teamHealth"":9,""enemyIntent"":""WILL_ATTACK""},{""round"":2,""stage"":4,""turn"":1,""actions"":[{""playerId"":0,""action"":""HEAL""},{""playerId"":1,""action"":""HEAL""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":10,""teamHealth"":15,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":2,""stage"":4,""turn"":2,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""ATTACK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":5,""teamHealth"":15,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":2,""stage"":5,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":4,""teamHealth"":12,""enemyIntent"":""WILL_ATTACK""},{""round"":2,""stage"":5,""turn"":2,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":3,""teamHealth"":9,""enemyIntent"":""WILL_ATTACK""},{""round"":3,""stage"":1,""turn"":1,""actions"":[{""playerId"":0,""action"":""BLOCK""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":29,""teamHealth"":12,""enemyIntent"":""WILL_ATTACK""},{""round"":3,""stage"":1,""turn"":2,""actions"":[{""playerId"":0,""action"":""BLOCK""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":28,""teamHealth"":9,""enemyIntent"":""WILL_ATTACK""},{""round"":3,""stage"":2,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""HEAL""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":24,""teamHealth"":4,""enemyIntent"":""WILL_ATTACK""},{""round"":3,""stage"":2,""turn"":2,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""HEAL""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":19,""teamHealth"":5,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":3,""stage"":3,""turn"":1,""actions"":[{""playerId"":0,""action"":""HEAL""},{""playerId"":1,""action"":""HEAL""},{""playerId"":2,""action"":""HEAL""}],""enemyHealth"":19,""teamHealth"":4,""enemyIntent"":""WILL_ATTACK""},{""round"":3,""stage"":3,""turn"":2,""actions"":[{""playerId"":0,""action"":""HEAL""},{""playerId"":1,""action"":""HEAL""},{""playerId"":2,""action"":""HEAL""}],""enemyHealth"":19,""teamHealth"":3,""enemyIntent"":""WILL_ATTACK""},{""round"":3,""stage"":4,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""HEAL""},{""playerId"":2,""action"":""HEAL""}],""enemyHealth"":15,""teamHealth"":8,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":3,""stage"":4,""turn"":2,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""HEAL""},{""playerId"":2,""action"":""HEAL""}],""enemyHealth"":11,""teamHealth"":6,""enemyIntent"":""WILL_ATTACK""},{""round"":3,""stage"":5,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""HEAL""},{""playerId"":2,""action"":""HEAL""}],""enemyHealth"":7,""teamHealth"":4,""enemyIntent"":""WILL_ATTACK""},{""round"":3,""stage"":5,""turn"":2,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""HEAL""},{""playerId"":2,""action"":""HEAL""}],""enemyHealth"":3,""teamHealth"":2,""enemyIntent"":""WILL_ATTACK""},{""round"":4,""stage"":1,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""ATTACK""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":26,""teamHealth"":15,""enemyIntent"":""WILL_ATTACK""},{""round"":4,""stage"":1,""turn"":2,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""ATTACK""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":22,""teamHealth"":15,""enemyIntent"":""WILL_ATTACK""},{""round"":4,""stage"":2,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""ATTACK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":16,""teamHealth"":15,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":4,""stage"":2,""turn"":2,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""ATTACK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":10,""teamHealth"":15,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":4,""stage"":3,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""ATTACK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":4,""teamHealth"":15,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":4,""stage"":3,""turn"":2,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""ATTACK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":0,""teamHealth"":15,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":5,""stage"":1,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":26,""teamHealth"":14,""enemyIntent"":""WILL_ATTACK""},{""round"":5,""stage"":1,""turn"":2,""actions"":[{""playerId"":0,""action"":""HEAL""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":26,""teamHealth"":14,""enemyIntent"":""WILL_ATTACK""},{""round"":5,""stage"":2,""turn"":1,""actions"":[{""playerId"":0,""action"":""HEAL""},{""playerId"":1,""action"":""ATTACK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":24,""teamHealth"":15,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":5,""stage"":2,""turn"":2,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""ATTACK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":18,""teamHealth"":15,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":5,""stage"":3,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":14,""teamHealth"":14,""enemyIntent"":""WILL_ATTACK""},{""round"":5,""stage"":3,""turn"":2,""actions"":[{""playerId"":0,""action"":""HEAL""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":14,""teamHealth"":14,""enemyIntent"":""WILL_ATTACK""},{""round"":5,""stage"":4,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""ATTACK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":8,""teamHealth"":14,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":5,""stage"":4,""turn"":2,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""ATTACK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":2,""teamHealth"":14,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":5,""stage"":5,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""ATTACK""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":0,""teamHealth"":10,""enemyIntent"":""WILL_ATTACK""},{""round"":7,""stage"":1,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":26,""teamHealth"":5,""enemyIntent"":""WILL_ATTACK""},{""round"":7,""stage"":1,""turn"":2,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":22,""teamHealth"":5,""enemyIntent"":""WILL_ATTACK""},{""round"":7,""stage"":2,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":18,""teamHealth"":5,""enemyIntent"":""WILL_ATTACK""},{""round"":7,""stage"":2,""turn"":2,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""ATTACK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":12,""teamHealth"":5,""enemyIntent"":""WILL_NOT_ATTACK""},{""round"":7,""stage"":3,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":8,""teamHealth"":5,""enemyIntent"":""WILL_ATTACK""},{""round"":7,""stage"":3,""turn"":2,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""BLOCK""},{""playerId"":2,""action"":""BLOCK""}],""enemyHealth"":4,""teamHealth"":5,""enemyIntent"":""WILL_ATTACK""},{""round"":7,""stage"":4,""turn"":1,""actions"":[{""playerId"":0,""action"":""ATTACK""},{""playerId"":1,""action"":""ATTACK""},{""playerId"":2,""action"":""ATTACK""}],""enemyHealth"":0,""teamHealth"":5,""enemyIntent"":""WILL_NOT_ATTACK""}]",2026-03-06T09:09:39.225633131Z,123,2026-03-06T09:09:39.225633131Z,"{""botRoundIds"":[[4,10],[5,14],[9,15]],""gameSeed"":348989437,""humanRoundIds"":[1,2,3,4,5,6],""maxRounds"":8,""maxStagesPerRound"":5,""playerCount"":3,""showTutorial"":true,""totalPlayers"":3}",2026-03-06T08:39:01.966033328Z,PilotTreatment,2026-03-06T08:39:01.966033328Z
