id,autoSubmitted,autoSubmittedLastChangedAt,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,inferredRoles,inferredRolesLastChangedAt,playerID,playerIDLastChangedAt,roleSubmittedAt,roleSubmittedAtLastChangedAt,roundID,roundIDLastChangedAt,selectedRole,selectedRoleLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01KK18B4YE1JPTKVDA60EZSSJ4,true,2026-03-06T09:41:00.035184328Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:40:59.982889109Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:40:59.982889109Z,,,01KK1541ATE0SZ921D4RW5PNQ6,2026-03-06T09:40:59.982889109Z,1772790060135,2026-03-06T09:41:00.139097934Z,01KK18AH4922JFJNXYD0XH8Z18,2026-03-06T09:40:59.982889109Z,0,2026-03-06T09:41:00.035184328Z,01KK18B4WJKHG12R5T93PEXN1D,2026-03-06T09:40:59.982889109Z,true,2026-03-06T09:41:00.035184328Z
01KK18BFPAH87KBRT0FJPX8H4P,true,2026-03-06T09:41:11.019637931Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:41:10.986417384Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:41:10.986417384Z,,,01KK15V3W97WBJW05NQ6ZQT7MZ,2026-03-06T09:41:10.986417384Z,1772790071097,2026-03-06T09:41:11.10016003Z,01KK18AH4922JFJNXYD0XH8Z18,2026-03-06T09:41:10.986417384Z,2,2026-03-06T09:41:11.019637931Z,01KK18BFM1K5ZR8N5F3XWA67C4,2026-03-06T09:41:10.986417384Z,true,2026-03-06T09:41:11.019637931Z
01KK16H71HZB82QSCS8BS1K9Q4,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:09:21.585473152Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:09:21.585473152Z,,,01KK156D2KMM2MHNDEQKNRSXGT,2026-03-06T09:09:21.585473152Z,,,01KK16DV06Q1FP9X4NX7Y9QX7G,2026-03-06T09:09:21.585473152Z,,,01KK16H704R9FAK0ZZW9P5EE6F,2026-03-06T09:09:21.585473152Z,true,2026-03-06T09:09:28.056902848Z
01KK16KE7WZGXK59BJNG46BNM4,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:10:34.492590246Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:10:34.492590246Z,{},2026-03-06T09:10:41.666229808Z,01KK14YQA50QAFCAK6W01QR3B7,2026-03-06T09:10:34.492590246Z,1772788241097,2026-03-06T09:10:41.661122585Z,01KK16KDXVD5EHP62DRTZ8HY4M,2026-03-06T09:10:34.492590246Z,0,2026-03-06T09:10:41.65647433Z,01KK16KDZ7WERGN60ZG7XPWDGG,2026-03-06T09:10:34.492590246Z,true,2026-03-06T09:10:41.671579342Z
01KK15SKXSWKHN94Q6T1X8N5RV,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T08:56:28.345618131Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T08:56:28.345618131Z,"{""0"":0,""1"":2}",2026-03-06T08:57:32.727898666Z,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T08:56:28.345618131Z,1772787452300,2026-03-06T08:57:32.728958395Z,01KK15RZ4SCDPZ7R03MA43R9HZ,2026-03-06T08:56:28.345618131Z,1,2026-03-06T08:57:32.72575949Z,01KK15SKW6SS34Q80J9KTGCYV4,2026-03-06T08:56:28.345618131Z,true,2026-03-06T08:57:32.728416832Z
01KK16EQKZNX3XB1QMTFD0X94X,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:08:00.255232095Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:08:00.255232095Z,,,01KK151EAZ3RYJENNDVWS0NTPD,2026-03-06T09:08:00.255232095Z,,,01KK16CBGWWQ9FZSTD7BYJG7CG,2026-03-06T09:08:00.255232095Z,,,01KK16EQJAWZ17NQMJXVG4C2QN,2026-03-06T09:08:00.255232095Z,true,2026-03-06T09:08:00.755546306Z
01KK16T1J77YKPW5P14WF7MG5T,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:14:10.887895038Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:14:10.887895038Z,,,01KK156D2KMM2MHNDEQKNRSXGT,2026-03-06T09:14:10.887895038Z,,,01KK16R62P4R88EBKAHN7TDWM1,2026-03-06T09:14:10.887895038Z,,,01KK16T1GA7CJDBDM2RPDPMP6C,2026-03-06T09:14:10.887895038Z,true,2026-03-06T09:15:01.37683541Z
01KK17K8413KRM9YX9HP699PNG,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:27:56.80121658Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:27:56.80121658Z,"{""0"":0,""1"":0}",2026-03-06T09:28:09.606554841Z,01KK15D81NJ35HBJ07N6ACFCPZ,2026-03-06T09:27:56.80121658Z,1772789288149,2026-03-06T09:28:09.596112692Z,01KK17JWA29ENEP6QVB7NYGZT6,2026-03-06T09:27:56.80121658Z,2,2026-03-06T09:28:09.592133089Z,01KK17K81RKBY0W0W4MTKDD052,2026-03-06T09:27:56.80121658Z,true,2026-03-06T09:28:09.615704926Z
01KK1885RMFSYXG0MCCQAQQHYQ,true,2026-03-06T09:39:22.553858874Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:39:22.516559457Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:39:22.516559457Z,,,01KK1541ATE0SZ921D4RW5PNQ6,2026-03-06T09:39:22.516559457Z,1772789962632,2026-03-06T09:39:22.635119534Z,01KK1877X9ZPD0N84EWZAHB1YZ,2026-03-06T09:39:22.516559457Z,0,2026-03-06T09:39:22.553858874Z,01KK1885PPJZSMKKQX21FKB74Q,2026-03-06T09:39:22.516559457Z,true,2026-03-06T09:39:22.553858874Z
01KK15RZD35Q4JJA8SJGDBD52K,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T08:56:07.331054822Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T08:56:07.331054822Z,{},2026-03-06T08:56:28.199193533Z,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T08:56:07.331054822Z,1772787387940,2026-03-06T08:56:28.196863674Z,01KK15RZ4SCDPZ7R03MA43R9HZ,2026-03-06T08:56:07.331054822Z,1,2026-03-06T08:56:28.192364208Z,01KK15RZ5C2FH09S400MWH1C99,2026-03-06T08:56:07.331054822Z,true,2026-03-06T08:56:28.202809147Z
01KK17CP927ZK9Q40Z503K58PJ,true,2026-03-06T09:24:42.946123552Z,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:24:21.922695059Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:24:21.922695059Z,,,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:24:21.922695059Z,1772789082937,2026-03-06T09:24:42.946123552Z,01KK17B313DF06CWW2BWNN8JQH,2026-03-06T09:24:21.922695059Z,0,2026-03-06T09:24:42.946123552Z,01KK17CP6XFCY3XW35SYENDMVR,2026-03-06T09:24:21.922695059Z,true,2026-03-06T09:24:42.946123552Z
01KK17PGZKKZA8YPBV4AP57JPQ,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:29:44.179921357Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:29:44.179921357Z,,,01KK15D81NJ35HBJ07N6ACFCPZ,2026-03-06T09:29:44.179921357Z,,,01KK17JWA29ENEP6QVB7NYGZT6,2026-03-06T09:29:44.179921357Z,,,01KK17PGXRFH2297969W7ZW92W,2026-03-06T09:29:44.179921357Z,true,2026-03-06T09:29:53.488255442Z
01KK16ZBQ4R9014ZVFFYMWA70C,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:17:05.124271096Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:17:05.124271096Z,"{""1"":0,""2"":0}",2026-03-06T09:17:24.623784222Z,01KK14YQA50QAFCAK6W01QR3B7,2026-03-06T09:17:05.124271096Z,1772788644040,2026-03-06T09:17:24.621460868Z,01KK16XXK4T3Z2ZJ0JBVS4Z11D,2026-03-06T09:17:05.124271096Z,2,2026-03-06T09:17:24.62643137Z,01KK16ZBNJN5W56HEJ488DC8N5,2026-03-06T09:17:05.124271096Z,true,2026-03-06T09:17:24.628921181Z
01KK17TVRHR4BYQCNNZQJAXK3A,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:32:06.291940613Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:32:06.291940613Z,,,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:32:06.291940613Z,,,01KK17PT3QW6EARXJZD6Y1ENYT,2026-03-06T09:32:06.291940613Z,,,01KK17TVPVFMKY6S8KNA46HEFW,2026-03-06T09:32:06.291940613Z,true,2026-03-06T09:32:21.879123307Z
01KK18B4YMCHAZ31S9NPSYXARS,true,2026-03-06T09:41:00.035184328Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:40:59.988759928Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:40:59.988759928Z,,,01KK15V3W97WBJW05NQ6ZQT7MZ,2026-03-06T09:40:59.988759928Z,1772790060135,2026-03-06T09:41:00.139097934Z,01KK18AH4922JFJNXYD0XH8Z18,2026-03-06T09:40:59.988759928Z,2,2026-03-06T09:41:00.035184328Z,01KK18B4WJKHG12R5T93PEXN1D,2026-03-06T09:40:59.988759928Z,true,2026-03-06T09:41:00.035184328Z
01KK16FJBZZDZ7VRX108P0RC4B,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:08:27.647730597Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:08:27.647730597Z,{},2026-03-06T09:08:42.303983086Z,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T09:08:27.647730597Z,1772788121863,2026-03-06T09:08:42.300983863Z,01KK16FJ2J2CMXZNNK2B4Z6QHC,2026-03-06T09:08:27.647730597Z,1,2026-03-06T09:08:42.298440653Z,01KK16FJ3JANRR5E3RE62NV73B,2026-03-06T09:08:27.647730597Z,true,2026-03-06T09:08:42.30202077Z
01KK16MS63AJ6ETCX8NK8G0KYQ,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:11:18.467532812Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:11:18.467532812Z,,,01KK151EAZ3RYJENNDVWS0NTPD,2026-03-06T09:11:18.467532812Z,,,01KK16HX8P0SW37R418W4C8CGS,2026-03-06T09:11:18.467532812Z,,,01KK16MS4QZGZ6EMKAHZ90BA5P,2026-03-06T09:11:18.467532812Z,true,2026-03-06T09:11:23.837233166Z
01KK16QP1T3M14GG1GE81CS6J6,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:12:53.56244481Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:12:53.56244481Z,,,01KK14YQA50QAFCAK6W01QR3B7,2026-03-06T09:12:53.56244481Z,,,01KK16NSECF3CGGVPZDXENECVQ,2026-03-06T09:12:53.56244481Z,,,01KK16QNZX0B8T2EYVDDKZD5FE,2026-03-06T09:12:53.56244481Z,true,2026-03-06T09:13:06.097384329Z
01KK16VMHDDSY15CR0XQ39AP1V,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:15:03.085754245Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:15:03.085754245Z,"{""1"":0,""2"":2}",2026-03-06T09:15:26.163623144Z,01KK154JWJFWXC0WVJEYB8KK83,2026-03-06T09:15:03.085754245Z,1772788525122,2026-03-06T09:15:26.159693382Z,01KK16S0DEE1KZJ24YR40AY0G8,2026-03-06T09:15:03.085754245Z,2,2026-03-06T09:15:26.156914262Z,01KK16VMF33DDEDZPTXBPN77PN,2026-03-06T09:15:03.085754245Z,true,2026-03-06T09:15:26.165872175Z
01KK17KY5BDHMY51999V1BA4ET,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:28:19.377418008Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:28:19.377418008Z,"{""0"":0,""1"":0}",2026-03-06T09:28:36.513198709Z,01KK15D81NJ35HBJ07N6ACFCPZ,2026-03-06T09:28:19.377418008Z,1772789315099,2026-03-06T09:28:36.51155771Z,01KK17JWA29ENEP6QVB7NYGZT6,2026-03-06T09:28:19.377418008Z,0,2026-03-06T09:28:36.516164937Z,01KK17KY3M1FQD850D5K0JWCPN,2026-03-06T09:28:19.377418008Z,true,2026-03-06T09:28:36.520903824Z
01KK161NXK7ZQ83QNP1MBRNS8Z,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:00:52.532010564Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:00:52.532010564Z,"{""0"":0,""2"":1}",2026-03-06T09:01:14.128794634Z,01KK151EAZ3RYJENNDVWS0NTPD,2026-03-06T09:00:52.532010564Z,1772787673771,2026-03-06T09:01:14.129533759Z,01KK15ZACCMVS9G9GWWF4PMQW6,2026-03-06T09:00:52.532010564Z,2,2026-03-06T09:01:14.130150128Z,01KK161NW1BT66KHK2SBZMRRQB,2026-03-06T09:00:52.532010564Z,true,2026-03-06T09:01:14.131657123Z
01KK16CHXMB7Z1T4XQ3KXSQR8R,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:06:48.88404324Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:06:48.88404324Z,"{""0"":0,""1"":1}",2026-03-06T09:07:14.851659593Z,01KK156D2KMM2MHNDEQKNRSXGT,2026-03-06T09:06:48.88404324Z,1772788035053,2026-03-06T09:07:14.853111378Z,01KK16053FR0X122XFMFNA1F6V,2026-03-06T09:06:48.88404324Z,2,2026-03-06T09:07:14.853979122Z,01KK16CHW5DPZCZ9MQYWEPC8W0,2026-03-06T09:06:48.88404324Z,true,2026-03-06T09:07:14.852454266Z
01KK187V0ZBBJFQ8ZGRWWKGKW0,true,2026-03-06T09:39:11.54247675Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:39:11.519590239Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:39:11.519590239Z,,,01KK15V3W97WBJW05NQ6ZQT7MZ,2026-03-06T09:39:11.519590239Z,1772789951606,2026-03-06T09:39:11.609248498Z,01KK1877X9ZPD0N84EWZAHB1YZ,2026-03-06T09:39:11.519590239Z,0,2026-03-06T09:39:11.54247675Z,01KK187TZ5YXW1CYNN6H9CXSJ0,2026-03-06T09:39:11.519590239Z,true,2026-03-06T09:39:11.54247675Z
01KK162F572N93GQR4454DM8WJ,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:01:18.375440875Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:01:18.375440875Z,"{""1"":1,""2"":0}",2026-03-06T09:01:54.838956554Z,01KK14YQA50QAFCAK6W01QR3B7,2026-03-06T09:01:18.375440875Z,1772787713406,2026-03-06T09:01:55.787921922Z,01KK16053FR0X122XFMFNA1F6V,2026-03-06T09:01:18.375440875Z,2,2026-03-06T09:01:55.632416547Z,01KK162F3V59CT30AYGNX2J93D,2026-03-06T09:01:18.375440875Z,true,2026-03-06T09:01:55.634267723Z
01KK16828AH0KRDB77R9HFZBW2,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:04:21.770260964Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:04:21.770260964Z,{},2026-03-06T09:04:29.085547065Z,01KK151EAZ3RYJENNDVWS0NTPD,2026-03-06T09:04:21.770260964Z,1772787868907,2026-03-06T09:04:29.083677632Z,01KK168211M3NJRPZVMH1E74TY,2026-03-06T09:04:21.770260964Z,0,2026-03-06T09:04:29.081198879Z,01KK16821TPXZF9V2XBVN83783,2026-03-06T09:04:21.770260964Z,true,2026-03-06T09:04:29.088217714Z
01KK16DYGKM4M7X7QZKKWS44DD,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:07:34.547685951Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:07:34.547685951Z,,,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T09:07:34.547685951Z,,,01KK16CBGWWQ9FZSTD7BYJG7CG,2026-03-06T09:07:34.547685951Z,,,01KK16DYF4BY5EG12HGJH1VAAA,2026-03-06T09:07:34.547685951Z,true,2026-03-06T09:07:40.739632941Z
01KK16H485AA0QW0XNM9T81NNS,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:09:18.725714226Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:09:18.725714226Z,"{""1"":1,""2"":1}",2026-03-06T09:09:28.754932427Z,01KK14VZHF7ANFGF38NNJCNQ5J,2026-03-06T09:09:18.725714226Z,1772788168044,2026-03-06T09:09:28.760437387Z,01KK16FJ2J2CMXZNNK2B4Z6QHC,2026-03-06T09:09:18.725714226Z,0,2026-03-06T09:09:28.759320146Z,01KK16H465HPGP1GZWGAZX1X8Z,2026-03-06T09:09:18.725714226Z,true,2026-03-06T09:09:28.764051014Z
01KK17PMEZHX404D8BS9RJPE16,true,2026-03-06T09:36:17.81899784Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:29:47.743931254Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:29:47.743931254Z,,,01KK1541ATE0SZ921D4RW5PNQ6,2026-03-06T09:29:47.743931254Z,1772789777811,2026-03-06T09:36:17.81899784Z,01KK17A52T6JTBTAAHSAJ8C37F,2026-03-06T09:29:47.743931254Z,0,2026-03-06T09:36:17.81899784Z,01KK17PMDBE5V86Z8S5FKTKECT,2026-03-06T09:29:47.743931254Z,true,2026-03-06T09:36:17.81899784Z
01KK16C4DYF934YDNHWG0FG0Q8,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:06:35.071020221Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:06:35.071020221Z,,,01KK14VZHF7ANFGF38NNJCNQ5J,2026-03-06T09:06:35.071020221Z,,,01KK169M1NNDT7N9NMC20V24K4,2026-03-06T09:06:35.071020221Z,,,01KK16C4CKECCQXZ249N47A623,2026-03-06T09:06:35.071020221Z,true,2026-03-06T09:06:38.617949269Z
01KK16XPHF1Y0WRSACNR227YGK,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:16:10.671832854Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:16:10.671832854Z,,,01KK156D2KMM2MHNDEQKNRSXGT,2026-03-06T09:16:10.671832854Z,,,01KK16VJXQA01MCD21FT5WRE76,2026-03-06T09:16:10.671832854Z,,,01KK16XPF08CEZWEWCYE7X26FC,2026-03-06T09:16:10.671832854Z,true,2026-03-06T09:16:16.421176864Z
01KK16YR58PBY72QJPMM2FBPPW,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:16:45.096057326Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:16:45.096057326Z,"{""1"":2,""2"":0}",2026-03-06T09:16:59.553030531Z,01KK14YQA50QAFCAK6W01QR3B7,2026-03-06T09:16:45.096057326Z,1772788618976,2026-03-06T09:16:59.55733643Z,01KK16XXK4T3Z2ZJ0JBVS4Z11D,2026-03-06T09:16:45.096057326Z,2,2026-03-06T09:16:59.555366837Z,01KK16YR32Q6NDJB7F31FHSMJ7,2026-03-06T09:16:45.096057326Z,true,2026-03-06T09:16:59.561153651Z
01KK171D3TBVMV8RQAFEY109CF,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:18:12.091004335Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:18:12.091004335Z,"{""1"":2,""2"":2}",2026-03-06T09:18:41.99692693Z,01KK154JWJFWXC0WVJEYB8KK83,2026-03-06T09:18:12.091004335Z,1772788721452,2026-03-06T09:18:41.964892575Z,01KK1711HK0WFD3V2B4P2DYY8K,2026-03-06T09:18:12.091004335Z,0,2026-03-06T09:18:41.958746242Z,01KK171D1XW9EAM59Y902ABH78,2026-03-06T09:18:12.091004335Z,true,2026-03-06T09:18:42.000807975Z
01KK15ZANVWB0ABMS4808XN2XF,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T08:59:35.483677097Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T08:59:35.483677097Z,{},2026-03-06T08:59:53.513009694Z,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T08:59:35.483677097Z,1772787593255,2026-03-06T08:59:53.50907511Z,01KK15ZACCMVS9G9GWWF4PMQW6,2026-03-06T08:59:35.483677097Z,0,2026-03-06T08:59:53.502406548Z,01KK15ZAD95BPE86CV13PKVYWP,2026-03-06T08:59:35.483677097Z,true,2026-03-06T08:59:53.512342078Z
01KK169MBF1GQ6B10KAR941ZSY,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:05:13.071699047Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:05:13.071699047Z,{},2026-03-06T09:05:16.710226932Z,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T09:05:13.071699047Z,1772787916287,2026-03-06T09:05:16.714375993Z,01KK169M1NNDT7N9NMC20V24K4,2026-03-06T09:05:13.071699047Z,1,2026-03-06T09:05:16.711194447Z,01KK169M2KMV2RT8XJVGX2GK4C,2026-03-06T09:05:13.071699047Z,true,2026-03-06T09:05:16.713472677Z
01KK16XQA4Z8D1VEYYWFFZHM8G,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:16:11.460557717Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:16:11.460557717Z,,,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:16:11.460557717Z,,,01KK16S0DEE1KZJ24YR40AY0G8,2026-03-06T09:16:11.460557717Z,,,01KK16XQ893KN7ARMBW9JG4GX2,2026-03-06T09:16:11.460557717Z,true,2026-03-06T09:16:25.796983559Z
01KK17AGSW638KZ7W7612JWMCS,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:23:10.780118937Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:23:10.780118937Z,,,01KK15D81NJ35HBJ07N6ACFCPZ,2026-03-06T09:23:10.780118937Z,,,01KK176V19TJ7SKV9075C25VP0,2026-03-06T09:23:10.780118937Z,,,01KK17AGRH8K6HBKPNTV4ECNX4,2026-03-06T09:23:10.780118937Z,,
01KK18628W2N6E3QKETV40141D,true,2026-03-06T09:38:13.431497089Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:38:13.404224634Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:38:13.404224634Z,,,01KK1541ATE0SZ921D4RW5PNQ6,2026-03-06T09:38:13.404224634Z,1772789893515,2026-03-06T09:38:13.519818062Z,01KK184RC2B6QPW9KS7ZSVSHN3,2026-03-06T09:38:13.404224634Z,2,2026-03-06T09:38:13.431497089Z,01KK186277YWY2DDSR1Z77H8M4,2026-03-06T09:38:13.404224634Z,true,2026-03-06T09:38:13.431497089Z
01KK18BM8EGVNYZ7QM70M7W0ZN,true,2026-03-06T09:41:15.718920959Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:41:15.662241642Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:41:15.662241642Z,,,01KK15V3W97WBJW05NQ6ZQT7MZ,2026-03-06T09:41:15.662241642Z,1772790075839,2026-03-06T09:41:15.841732107Z,01KK18AH4922JFJNXYD0XH8Z18,2026-03-06T09:41:15.662241642Z,2,2026-03-06T09:41:15.718920959Z,01KK18BM6ZS77712R7M484W38X,2026-03-06T09:41:15.662241642Z,true,2026-03-06T09:41:15.718920959Z
01KK15XHMPKRFYX8P0XG60GW1P,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T08:58:37.078908452Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T08:58:37.078908452Z,"{""0"":0,""1"":1}",2026-03-06T08:59:16.997936128Z,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T08:58:37.078908452Z,1772787556546,2026-03-06T08:59:16.999782484Z,01KK15RZ4SCDPZ7R03MA43R9HZ,2026-03-06T08:58:37.078908452Z,0,2026-03-06T08:59:17.002195643Z,01KK15XHK72GH77MXYB1AFJME8,2026-03-06T08:58:37.078908452Z,true,2026-03-06T08:59:17.002842006Z
01KK16K5T5GBJ3A6CW6E2W75GW,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:10:25.861426332Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:10:25.861426332Z,,,01KK156D2KMM2MHNDEQKNRSXGT,2026-03-06T09:10:25.861426332Z,,,01KK16HDD9CZJ4MMV6EEDJVCXJ,2026-03-06T09:10:25.861426332Z,,,01KK16K5R3H32JDHM0KAH2AG17,2026-03-06T09:10:25.861426332Z,true,2026-03-06T09:10:31.943816123Z
01KK17N3EBYDF2SKNA1NJX7A3C,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:28:57.548254107Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:28:57.548254107Z,"{""0"":0,""1"":0}",2026-03-06T09:29:12.526097122Z,01KK15D81NJ35HBJ07N6ACFCPZ,2026-03-06T09:28:57.548254107Z,1772789350598,2026-03-06T09:29:12.511890426Z,01KK17JWA29ENEP6QVB7NYGZT6,2026-03-06T09:28:57.548254107Z,2,2026-03-06T09:29:12.506282017Z,01KK17N3CEWYCVET4RRDYE4JDA,2026-03-06T09:28:57.548254107Z,true,2026-03-06T09:29:12.53193715Z
01KK1704BMAYXMPED38JXAKKNV,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:17:30.356960658Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:17:30.356960658Z,"{""0"":2,""2"":1}",2026-03-06T09:17:51.751018025Z,01KK14Z0RVMECWC1MW63EJGMSS,2026-03-06T09:17:30.356960658Z,1772788671666,2026-03-06T09:17:51.763500173Z,01KK16XXK4T3Z2ZJ0JBVS4Z11D,2026-03-06T09:17:30.356960658Z,0,2026-03-06T09:17:51.757298281Z,01KK17049G56NVPC99DCGSPGZ3,2026-03-06T09:17:30.356960658Z,true,2026-03-06T09:17:51.748582319Z
01KK174CR0NH4XAYBT5Q11T5SG,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:19:50.01618724Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:19:50.01618724Z,,,01KK15D81NJ35HBJ07N6ACFCPZ,2026-03-06T09:19:50.01618724Z,,,01KK1711HK0WFD3V2B4P2DYY8K,2026-03-06T09:19:50.01618724Z,,,01KK174CP1A9AM6GHYZTTXGKEY,2026-03-06T09:19:50.01618724Z,true,2026-03-06T09:21:10.152249278Z
01KK16903D2RNKPG4Y8R35RJ5S,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:04:52.333985002Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:04:52.333985002Z,"{""1"":0,""2"":0}",2026-03-06T09:05:03.791520407Z,01KK14VZHF7ANFGF38NNJCNQ5J,2026-03-06T09:04:52.333985002Z,1772787903074,2026-03-06T09:05:03.802660556Z,01KK168211M3NJRPZVMH1E74TY,2026-03-06T09:04:52.333985002Z,2,2026-03-06T09:05:03.784829284Z,01KK16901XC31N0WR136P459HC,2026-03-06T09:04:52.333985002Z,true,2026-03-06T09:05:03.793388172Z
