id,acknowledgedEarlyFinish,acknowledgedEarlyFinishLastChangedAt,batchID,batchIDLastChangedAt,enemyHealth,enemyHealthLastChangedAt,gameID,gameIDLastChangedAt,outcome,outcomeLastChangedAt,playerID,playerIDLastChangedAt,playerId,playerIdLastChangedAt,playerRoundConfig,playerRoundConfigLastChangedAt,pointsEarned,pointsEarnedLastChangedAt,roundEndMessage,roundEndMessageLastChangedAt,roundID,roundIDLastChangedAt,stage1Turns,stage1TurnsLastChangedAt,stage2Turns,stage2TurnsLastChangedAt,stage3Turns,stage3TurnsLastChangedAt,stage4Turns,stage4TurnsLastChangedAt,stage5Turns,stage5TurnsLastChangedAt,stats,statsLastChangedAt,teamHealth,teamHealthLastChangedAt,turnsTaken,turnsTakenLastChangedAt,virtualBots,virtualBotsLastChangedAt
01KK16CBQHC8GPJH873MC8P931,true,2026-03-06T09:07:40.444626648Z,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:06:42.545972657Z,16,2026-03-06T09:07:34.458707353Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:06:42.545972657Z,LOSE,2026-03-06T09:07:34.458707353Z,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T09:06:42.545972657Z,null,2026-03-06T09:08:27.484003985Z,"{""id"":15,""envId"":""2712"",""maxEnemyHealth"":30,""maxTeamHealth"":10,""bossDamage"":9,""statProfile"":""imbalanced-oneunique-str"",""statProfileId"":""411_222_222"",""optimalRoles"":[0,0,0],""deviateRoles"":[2,2,1],""optimalDeviateRolesId"":""FFF_MMT"",""humanRole"":2,""playerDeviateProbability"":0,""enemyAttackProbability"":0.25,""enemyIntentSequence"":""1000110000"",""botPlayers"":[{""strategy"":{""type"":""fixed"",""role"":2}},{""strategy"":{""type"":""fixed"",""role"":1}}]}",2026-03-06T09:06:42.566349306Z,0,2026-03-06T09:07:34.458707353Z,Defeat! Your team was defeated.,2026-03-06T09:07:34.458707353Z,01KK16CBGWWQ9FZSTD7BYJG7CG,2026-03-06T09:06:42.545972657Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""BLOCK"",""BLOCK""],""roles"":[""MEDIC"",""TANK"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":30,""previousTeamHealth"":10,""damageToEnemy"":2,""damageToTeam"":7,""damageBlocked"":2,""healAmount"":0,""newEnemyHealth"":28,""newTeamHealth"":3},{""turnNumber"":2,""actions"":[""HEAL"",""ATTACK"",""ATTACK""],""roles"":[""MEDIC"",""TANK"",""TANK""],""enemyIntent"":""WILL_NOT_ATTACK"",""previousEnemyHealth"":28,""previousTeamHealth"":3,""damageToEnemy"":6,""damageToTeam"":0,""damageBlocked"":0,""healAmount"":2,""newEnemyHealth"":22,""newTeamHealth"":5}]",2026-03-06T09:06:49.967119002Z,"[{""turnNumber"":1,""actions"":[""HEAL"",""ATTACK"",""HEAL""],""roles"":[""MEDIC"",""TANK"",""MEDIC""],""enemyIntent"":""WILL_NOT_ATTACK"",""previousEnemyHealth"":22,""previousTeamHealth"":5,""damageToEnemy"":2,""damageToTeam"":0,""damageBlocked"":0,""healAmount"":3,""newEnemyHealth"":20,""newTeamHealth"":8},{""turnNumber"":2,""actions"":[""HEAL"",""ATTACK"",""HEAL""],""roles"":[""MEDIC"",""TANK"",""MEDIC""],""enemyIntent"":""WILL_NOT_ATTACK"",""previousEnemyHealth"":20,""previousTeamHealth"":8,""damageToEnemy"":2,""damageToTeam"":0,""damageBlocked"":0,""healAmount"":3,""newEnemyHealth"":18,""newTeamHealth"":10}]",2026-03-06T09:07:11.877694534Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""BLOCK"",""BLOCK""],""roles"":[""MEDIC"",""TANK"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":18,""previousTeamHealth"":10,""damageToEnemy"":2,""damageToTeam"":7,""damageBlocked"":2,""healAmount"":0,""newEnemyHealth"":16,""newTeamHealth"":3},{""turnNumber"":2,""actions"":[""HEAL"",""BLOCK"",""BLOCK""],""roles"":[""MEDIC"",""TANK"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":16,""previousTeamHealth"":3,""damageToEnemy"":0,""damageToTeam"":7,""damageBlocked"":2,""healAmount"":2,""newEnemyHealth"":16,""newTeamHealth"":0}]",2026-03-06T09:07:34.458707353Z,,,,,null,2026-03-06T09:08:27.484003985Z,0,2026-03-06T09:07:34.458707353Z,6,2026-03-06T09:07:34.458707353Z,"[{""playerId"":0,""botIndex"":0,""strategy"":{""type"":""fixed"",""role"":2},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":2},{""playerId"":1,""botIndex"":1,""strategy"":{""type"":""fixed"",""role"":1},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":1}]",2026-03-06T09:06:42.662661757Z
01KK16HDK52DX33XM8V12TQYGW,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:09:28.293966128Z,,,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:09:28.293966128Z,,,01KK14Z0RVMECWC1MW63EJGMSS,2026-03-06T09:09:28.293966128Z,null,2026-03-06T09:10:34.332252909Z,,,,,,,01KK16HDD9CZJ4MMV6EEDJVCXJ,2026-03-06T09:09:28.293966128Z,,,,,,,,,,,null,2026-03-06T09:10:34.332252909Z,,,,,[],2026-03-06T09:09:28.312228986Z
01KK16NSN51XYKMYK3BHA7AM3F,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:11:51.718124436Z,12,2026-03-06T09:12:53.457514868Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:11:51.718124436Z,LOSE,2026-03-06T09:12:53.457514868Z,01KK156D2KMM2MHNDEQKNRSXGT,2026-03-06T09:11:51.718124436Z,null,2026-03-06T09:13:10.1169302Z,"{""id"":15,""envId"":""2712"",""maxEnemyHealth"":30,""maxTeamHealth"":10,""bossDamage"":9,""statProfile"":""imbalanced-oneunique-str"",""statProfileId"":""411_222_222"",""optimalRoles"":[0,0,0],""deviateRoles"":[2,2,1],""optimalDeviateRolesId"":""FFF_MMT"",""humanRole"":2,""playerDeviateProbability"":0,""enemyAttackProbability"":0.25,""enemyIntentSequence"":""1000110000"",""botPlayers"":[{""strategy"":{""type"":""fixed"",""role"":2}},{""strategy"":{""type"":""fixed"",""role"":1}}]}",2026-03-06T09:11:51.7639163Z,0,2026-03-06T09:12:53.457514868Z,Defeat! Your team was defeated.,2026-03-06T09:12:53.457514868Z,01KK16NSECF3CGGVPZDXENECVQ,2026-03-06T09:11:51.718124436Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""BLOCK"",""ATTACK""],""roles"":[""MEDIC"",""TANK"",""MEDIC""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":30,""previousTeamHealth"":10,""damageToEnemy"":6,""damageToTeam"":7,""damageBlocked"":2,""healAmount"":0,""newEnemyHealth"":24,""newTeamHealth"":3},{""turnNumber"":2,""actions"":[""HEAL"",""ATTACK"",""HEAL""],""roles"":[""MEDIC"",""TANK"",""MEDIC""],""enemyIntent"":""WILL_NOT_ATTACK"",""previousEnemyHealth"":24,""previousTeamHealth"":3,""damageToEnemy"":2,""damageToTeam"":0,""damageBlocked"":0,""healAmount"":3,""newEnemyHealth"":22,""newTeamHealth"":6}]",2026-03-06T09:12:06.697977157Z,"[{""turnNumber"":1,""actions"":[""HEAL"",""ATTACK"",""HEAL""],""roles"":[""MEDIC"",""TANK"",""MEDIC""],""enemyIntent"":""WILL_NOT_ATTACK"",""previousEnemyHealth"":22,""previousTeamHealth"":6,""damageToEnemy"":2,""damageToTeam"":0,""damageBlocked"":0,""healAmount"":3,""newEnemyHealth"":20,""newTeamHealth"":9},{""turnNumber"":2,""actions"":[""HEAL"",""ATTACK"",""HEAL""],""roles"":[""MEDIC"",""TANK"",""MEDIC""],""enemyIntent"":""WILL_NOT_ATTACK"",""previousEnemyHealth"":20,""previousTeamHealth"":9,""damageToEnemy"":2,""damageToTeam"":0,""damageBlocked"":0,""healAmount"":3,""newEnemyHealth"":18,""newTeamHealth"":10}]",2026-03-06T09:12:26.100241502Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""BLOCK"",""ATTACK""],""roles"":[""MEDIC"",""TANK"",""MEDIC""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":18,""previousTeamHealth"":10,""damageToEnemy"":6,""damageToTeam"":7,""damageBlocked"":2,""healAmount"":0,""newEnemyHealth"":12,""newTeamHealth"":3},{""turnNumber"":2,""actions"":[""HEAL"",""BLOCK"",""HEAL""],""roles"":[""MEDIC"",""TANK"",""MEDIC""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":12,""previousTeamHealth"":3,""damageToEnemy"":0,""damageToTeam"":7,""damageBlocked"":2,""healAmount"":3,""newEnemyHealth"":12,""newTeamHealth"":0}]",2026-03-06T09:12:53.457514868Z,,,,,null,2026-03-06T09:13:10.1169302Z,0,2026-03-06T09:12:53.457514868Z,6,2026-03-06T09:12:53.457514868Z,"[{""playerId"":0,""botIndex"":0,""strategy"":{""type"":""fixed"",""role"":2},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":2},{""playerId"":1,""botIndex"":1,""strategy"":{""type"":""fixed"",""role"":1},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":1}]",2026-03-06T09:11:51.863166837Z
01KK17B38JEKY9S3NN6ARQSSA9,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:23:29.682473485Z,,,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:23:29.682473485Z,,,01KK15D81NJ35HBJ07N6ACFCPZ,2026-03-06T09:23:29.682473485Z,null,2026-03-06T09:25:46.284880627Z,,,,,,,01KK17B313DF06CWW2BWNN8JQH,2026-03-06T09:23:29.682473485Z,,,,,,,,,,,null,2026-03-06T09:25:46.284880627Z,,,,,[],2026-03-06T09:23:29.710036786Z
01KK17PT9YSQG4TQ0GT0YB4XYG,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:29:53.726573824Z,,,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:29:53.726573824Z,,,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:29:53.726573824Z,null,2026-03-06T09:32:21.948992298Z,,,,,,,01KK17PT3QW6EARXJZD6Y1ENYT,2026-03-06T09:29:53.726573824Z,,,,,,,,,,,null,2026-03-06T09:32:21.948992298Z,,,,,[],2026-03-06T09:29:53.754000521Z
01KK1878622515PGQP313M9XS2,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:38:52.226211384Z,,,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:38:52.226211384Z,,,01KK1541ATE0SZ921D4RW5PNQ6,2026-03-06T09:38:52.226211384Z,null,2026-03-06T09:39:26.981143967Z,,,,,,,01KK1877X9ZPD0N84EWZAHB1YZ,2026-03-06T09:38:52.226211384Z,,,,,,,,,,,null,2026-03-06T09:39:26.981143967Z,,,,,[],2026-03-06T09:38:52.259156961Z
01KK15RZ9SPRNH37THA3XHGN7W,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T08:56:07.225194115Z,,,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T08:56:07.225194115Z,,,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T08:56:07.225194115Z,null,2026-03-06T08:59:35.336920169Z,,,,,,,01KK15RZ4SCDPZ7R03MA43R9HZ,2026-03-06T08:56:07.225194115Z,,,,,,,,,,,null,2026-03-06T08:59:35.336920169Z,,,,,[],2026-03-06T08:56:07.244733145Z
01KK188A6A3A03FA0YBPJZXCMM,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:39:27.050479699Z,,,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:39:27.050479699Z,,,01KK1597T2BEG3G8VK34AEJWBX,2026-03-06T09:39:27.050479699Z,null,2026-03-06T09:40:07.267781122Z,,,,,,,01KK1889XRBYCZT4KAXAE7T2HH,2026-03-06T09:39:27.050479699Z,,,,,,,,,,,null,2026-03-06T09:40:07.267781122Z,,,,,[],2026-03-06T09:39:27.072242423Z
01KK15ZAK6H5D225DMVG9EGTXN,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T08:59:35.398482759Z,,,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T08:59:35.398482759Z,,,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T08:59:35.398482759Z,null,2026-03-06T09:02:09.404083525Z,,,,,,,01KK15ZACCMVS9G9GWWF4PMQW6,2026-03-06T08:59:35.398482759Z,,,,,,,,,,,null,2026-03-06T09:02:09.404083525Z,,,,,[],2026-03-06T08:59:35.421787674Z
01KK16FJ8T4N497S6H2ZG8828T,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:08:27.546293523Z,,,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:08:27.546293523Z,,,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T09:08:27.546293523Z,null,2026-03-06T09:09:44.480820389Z,,,,,,,01KK16FJ2J2CMXZNNK2B4Z6QHC,2026-03-06T09:08:27.546293523Z,,,,,,,,,,,null,2026-03-06T09:09:44.480820389Z,,,,,[],2026-03-06T09:08:27.57034843Z
01KK16FZKBWTA1A0Q4ESK9QEQA,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:08:41.196064133Z,,,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:08:41.196064133Z,,,01KK15D81NJ35HBJ07N6ACFCPZ,2026-03-06T09:08:41.196064133Z,null,2026-03-06T09:13:37.091932993Z,,,,,,,01KK16FZD1TXP2Q3TSAS2S2PJG,2026-03-06T09:08:41.196064133Z,,,,,,,,,,,null,2026-03-06T09:13:37.091932993Z,,,,,[],2026-03-06T09:08:41.219767237Z
01KK17A591KH887TB0SWKZ1HBC,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:22:58.977516371Z,,,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:22:58.977516371Z,,,01KK1597T2BEG3G8VK34AEJWBX,2026-03-06T09:22:58.977516371Z,null,2026-03-06T09:36:28.088277057Z,,,,,,,01KK17A52T6JTBTAAHSAJ8C37F,2026-03-06T09:22:58.977516371Z,,,,,,,,,,,null,2026-03-06T09:36:28.088277057Z,,,,,[],2026-03-06T09:22:59.003353248Z
01KK184RM9EC3RWR1NS84EG1X9,true,2026-03-06T09:38:12.118645627Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:37:30.761996595Z,6,2026-03-06T09:38:06.130362863Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:37:30.761996595Z,LOSE,2026-03-06T09:38:06.130362863Z,01KK1597T2BEG3G8VK34AEJWBX,2026-03-06T09:37:30.761996595Z,null,2026-03-06T09:38:14.329983456Z,"{""id"":14,""envId"":""202"",""maxEnemyHealth"":30,""maxTeamHealth"":15,""bossDamage"":10,""statProfile"":""imbalanced-oneunique-str"",""statProfileId"":""411_222_222"",""optimalRoles"":[0,2,1],""deviateRoles"":[1,2,2],""optimalDeviateRolesId"":""FMT_TMM"",""humanRole"":1,""playerDeviateProbability"":0,""enemyAttackProbability"":0.25,""enemyIntentSequence"":""1000110000"",""botPlayers"":[{""strategy"":{""type"":""fixed"",""role"":2}},{""strategy"":{""type"":""fixed"",""role"":2}}]}",2026-03-06T09:37:30.785748086Z,0,2026-03-06T09:38:06.130362863Z,Defeat! Your team was defeated.,2026-03-06T09:38:06.130362863Z,01KK184RC2B6QPW9KS7ZSVSHN3,2026-03-06T09:37:30.761996595Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""ATTACK"",""ATTACK""],""roles"":[""MEDIC"",""MEDIC"",""MEDIC""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":30,""previousTeamHealth"":15,""damageToEnemy"":8,""damageToTeam"":10,""damageBlocked"":0,""healAmount"":0,""newEnemyHealth"":22,""newTeamHealth"":5},{""turnNumber"":2,""actions"":[""HEAL"",""HEAL"",""HEAL""],""roles"":[""MEDIC"",""MEDIC"",""MEDIC""],""enemyIntent"":""WILL_NOT_ATTACK"",""previousEnemyHealth"":22,""previousTeamHealth"":5,""damageToEnemy"":0,""damageToTeam"":0,""damageBlocked"":0,""healAmount"":5,""newEnemyHealth"":22,""newTeamHealth"":10}]",2026-03-06T09:37:37.318009127Z,"[{""turnNumber"":1,""actions"":[""HEAL"",""ATTACK"",""HEAL""],""roles"":[""MEDIC"",""TANK"",""MEDIC""],""enemyIntent"":""WILL_NOT_ATTACK"",""previousEnemyHealth"":22,""previousTeamHealth"":10,""damageToEnemy"":4,""damageToTeam"":0,""damageBlocked"":0,""healAmount"":4,""newEnemyHealth"":18,""newTeamHealth"":14},{""turnNumber"":2,""actions"":[""HEAL"",""ATTACK"",""HEAL""],""roles"":[""MEDIC"",""TANK"",""MEDIC""],""enemyIntent"":""WILL_NOT_ATTACK"",""previousEnemyHealth"":18,""previousTeamHealth"":14,""damageToEnemy"":4,""damageToTeam"":0,""damageBlocked"":0,""healAmount"":4,""newEnemyHealth"":14,""newTeamHealth"":15}]",2026-03-06T09:37:51.065618475Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""ATTACK"",""ATTACK""],""roles"":[""MEDIC"",""MEDIC"",""MEDIC""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":14,""previousTeamHealth"":15,""damageToEnemy"":8,""damageToTeam"":10,""damageBlocked"":0,""healAmount"":0,""newEnemyHealth"":6,""newTeamHealth"":5},{""turnNumber"":2,""actions"":[""HEAL"",""HEAL"",""HEAL""],""roles"":[""MEDIC"",""MEDIC"",""MEDIC""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":6,""previousTeamHealth"":5,""damageToEnemy"":0,""damageToTeam"":10,""damageBlocked"":0,""healAmount"":5,""newEnemyHealth"":6,""newTeamHealth"":0}]",2026-03-06T09:38:06.130362863Z,,,,,null,2026-03-06T09:38:14.329983456Z,0,2026-03-06T09:38:06.130362863Z,6,2026-03-06T09:38:06.130362863Z,"[{""playerId"":0,""botIndex"":0,""strategy"":{""type"":""fixed"",""role"":2},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":2},{""playerId"":2,""botIndex"":1,""strategy"":{""type"":""fixed"",""role"":2},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":2}]",2026-03-06T09:37:30.993233456Z
01KK16826ACR5THA63TEZ80BM9,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:04:21.707031201Z,,,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:04:21.707031201Z,,,01KK151EAZ3RYJENNDVWS0NTPD,2026-03-06T09:04:21.707031201Z,null,2026-03-06T09:05:12.909499583Z,,,,,,,01KK168211M3NJRPZVMH1E74TY,2026-03-06T09:04:21.707031201Z,,,,,,,,,,,null,2026-03-06T09:05:12.909499583Z,,,,,[],2026-03-06T09:04:21.731511139Z
01KK16HXEWHNBZWA3T97M3QE4F,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:09:44.540769174Z,4,2026-03-06T09:10:53.035915907Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:09:44.540769174Z,TIMEOUT,2026-03-06T09:11:12.762537441Z,01KK151EAZ3RYJENNDVWS0NTPD,2026-03-06T09:09:44.540769174Z,null,2026-03-06T09:11:23.89956264Z,"{""id"":5,""envId"":""4838"",""maxEnemyHealth"":10,""maxTeamHealth"":10,""bossDamage"":7,""statProfile"":""imbalanced-oneunique-def"",""statProfileId"":""141_222_222"",""optimalRoles"":[1,0,0],""deviateRoles"":[0,2,1],""optimalDeviateRolesId"":""TFF_FMT"",""humanRole"":0,""playerDeviateProbability"":0,""enemyAttackProbability"":0.75,""enemyIntentSequence"":""1110110111"",""botPlayers"":[{""strategy"":{""type"":""fixed"",""role"":2}},{""strategy"":{""type"":""fixed"",""role"":1}}]}",2026-03-06T09:09:44.581001112Z,0,2026-03-06T09:11:12.762537441Z,Time's up!,2026-03-06T09:11:12.762537441Z,01KK16HX8P0SW37R418W4C8CGS,2026-03-06T09:09:44.540769174Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""BLOCK"",""BLOCK""],""roles"":[""MEDIC"",""TANK"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":10,""previousTeamHealth"":10,""damageToEnemy"":2,""damageToTeam"":3,""damageBlocked"":4,""healAmount"":0,""newEnemyHealth"":8,""newTeamHealth"":7},{""turnNumber"":2,""actions"":[""HEAL"",""BLOCK"",""BLOCK""],""roles"":[""MEDIC"",""TANK"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":8,""previousTeamHealth"":7,""damageToEnemy"":0,""damageToTeam"":3,""damageBlocked"":4,""healAmount"":2,""newEnemyHealth"":8,""newTeamHealth"":6}]",2026-03-06T09:09:58.775170929Z,"[{""turnNumber"":1,""actions"":[""HEAL"",""HEAL"",""BLOCK""],""roles"":[""MEDIC"",""MEDIC"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":8,""previousTeamHealth"":6,""damageToEnemy"":0,""damageToTeam"":5,""damageBlocked"":2,""healAmount"":3,""newEnemyHealth"":8,""newTeamHealth"":4},{""turnNumber"":2,""actions"":[""HEAL"",""HEAL"",""ATTACK""],""roles"":[""MEDIC"",""MEDIC"",""TANK""],""enemyIntent"":""WILL_NOT_ATTACK"",""previousEnemyHealth"":8,""previousTeamHealth"":4,""damageToEnemy"":2,""damageToTeam"":0,""damageBlocked"":0,""healAmount"":3,""newEnemyHealth"":6,""newTeamHealth"":7}]",2026-03-06T09:10:15.727441244Z,"[{""turnNumber"":1,""actions"":[""HEAL"",""BLOCK"",""BLOCK""],""roles"":[""MEDIC"",""TANK"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":6,""previousTeamHealth"":7,""damageToEnemy"":0,""damageToTeam"":3,""damageBlocked"":4,""healAmount"":2,""newEnemyHealth"":6,""newTeamHealth"":6},{""turnNumber"":2,""actions"":[""HEAL"",""BLOCK"",""BLOCK""],""roles"":[""MEDIC"",""TANK"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":6,""previousTeamHealth"":6,""damageToEnemy"":0,""damageToTeam"":3,""damageBlocked"":4,""healAmount"":2,""newEnemyHealth"":6,""newTeamHealth"":5}]",2026-03-06T09:10:33.443382519Z,"[{""turnNumber"":1,""actions"":[""HEAL"",""HEAL"",""ATTACK""],""roles"":[""MEDIC"",""MEDIC"",""TANK""],""enemyIntent"":""WILL_NOT_ATTACK"",""previousEnemyHealth"":6,""previousTeamHealth"":5,""damageToEnemy"":2,""damageToTeam"":0,""damageBlocked"":0,""healAmount"":3,""newEnemyHealth"":4,""newTeamHealth"":8},{""turnNumber"":2,""actions"":[""HEAL"",""HEAL"",""BLOCK""],""roles"":[""MEDIC"",""MEDIC"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":4,""previousTeamHealth"":8,""damageToEnemy"":0,""damageToTeam"":5,""damageBlocked"":2,""healAmount"":3,""newEnemyHealth"":4,""newTeamHealth"":6}]",2026-03-06T09:10:53.035915907Z,"[{""turnNumber"":1,""actions"":[""HEAL"",""HEAL"",""BLOCK""],""roles"":[""MEDIC"",""MEDIC"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":4,""previousTeamHealth"":6,""damageToEnemy"":0,""damageToTeam"":5,""damageBlocked"":2,""healAmount"":3,""newEnemyHealth"":4,""newTeamHealth"":4},{""turnNumber"":2,""actions"":[""HEAL"",""HEAL"",""BLOCK""],""roles"":[""MEDIC"",""MEDIC"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":4,""previousTeamHealth"":4,""damageToEnemy"":0,""damageToTeam"":5,""damageBlocked"":2,""healAmount"":3,""newEnemyHealth"":4,""newTeamHealth"":2}]",2026-03-06T09:11:12.762537441Z,null,2026-03-06T09:11:23.89956264Z,2,2026-03-06T09:11:12.762537441Z,10,2026-03-06T09:11:12.762537441Z,"[{""playerId"":0,""botIndex"":0,""strategy"":{""type"":""fixed"",""role"":2},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":2},{""playerId"":2,""botIndex"":1,""strategy"":{""type"":""fixed"",""role"":1},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":1}]",2026-03-06T09:09:44.661525542Z
01KK16KE4N76VWA8R82SVYQSRS,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:10:34.389221983Z,,,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:10:34.389221983Z,,,01KK156D2KMM2MHNDEQKNRSXGT,2026-03-06T09:10:34.389221983Z,null,2026-03-06T09:11:51.643610896Z,,,,,,,01KK16KDXVD5EHP62DRTZ8HY4M,2026-03-06T09:10:34.389221983Z,,,,,,,,,,,null,2026-03-06T09:11:51.643610896Z,,,,,[],2026-03-06T09:10:34.413369906Z
01KK16VKD1C61SWDVKSABCSF61,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:15:01.92182226Z,,,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:15:01.92182226Z,,,01KK156D2KMM2MHNDEQKNRSXGT,2026-03-06T09:15:01.92182226Z,null,2026-03-06T09:16:18.091196484Z,,,,,,,01KK16VJXQA01MCD21FT5WRE76,2026-03-06T09:15:01.92182226Z,,,,,,,,,,,null,2026-03-06T09:16:18.091196484Z,,,,,[],2026-03-06T09:15:01.99512828Z
