id,acknowledgedEarlyFinish,acknowledgedEarlyFinishLastChangedAt,batchID,batchIDLastChangedAt,enemyHealth,enemyHealthLastChangedAt,gameID,gameIDLastChangedAt,outcome,outcomeLastChangedAt,playerID,playerIDLastChangedAt,playerId,playerIdLastChangedAt,playerRoundConfig,playerRoundConfigLastChangedAt,pointsEarned,pointsEarnedLastChangedAt,roundEndMessage,roundEndMessageLastChangedAt,roundID,roundIDLastChangedAt,stage1Turns,stage1TurnsLastChangedAt,stage2Turns,stage2TurnsLastChangedAt,stage3Turns,stage3TurnsLastChangedAt,stage4Turns,stage4TurnsLastChangedAt,stage5Turns,stage5TurnsLastChangedAt,stats,statsLastChangedAt,teamHealth,teamHealthLastChangedAt,turnsTaken,turnsTakenLastChangedAt,virtualBots,virtualBotsLastChangedAt
01KK16S0KX6HV6Z3TCD4N46MGC,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:13:37.149947524Z,,,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:13:37.149947524Z,,,01KK15D81NJ35HBJ07N6ACFCPZ,2026-03-06T09:13:37.149947524Z,null,2026-03-06T09:18:00.454419438Z,,,,,,,01KK16S0DEE1KZJ24YR40AY0G8,2026-03-06T09:13:37.149947524Z,,,,,,,,,,,null,2026-03-06T09:18:00.454419438Z,,,,,[],2026-03-06T09:13:37.177976692Z
01KK1711TKXGPXP9BRADJZ34YH,true,2026-03-06T09:19:01.360332219Z,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:18:00.531284835Z,5,2026-03-06T09:18:42.029811095Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:18:00.531284835Z,LOSE,2026-03-06T09:18:42.029811095Z,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:18:00.531284835Z,null,2026-03-06T09:21:10.353842479Z,"{""id"":5,""envId"":""4838"",""maxEnemyHealth"":10,""maxTeamHealth"":10,""bossDamage"":7,""statProfile"":""imbalanced-oneunique-def"",""statProfileId"":""141_222_222"",""optimalRoles"":[1,0,0],""deviateRoles"":[0,2,1],""optimalDeviateRolesId"":""TFF_FMT"",""humanRole"":0,""playerDeviateProbability"":0,""enemyAttackProbability"":0.75,""enemyIntentSequence"":""1110110111"",""botPlayers"":[{""strategy"":{""type"":""fixed"",""role"":2}},{""strategy"":{""type"":""fixed"",""role"":1}}]}",2026-03-06T09:18:00.572983456Z,0,2026-03-06T09:18:42.029811095Z,Defeat! Your team was defeated.,2026-03-06T09:18:42.029811095Z,01KK1711HK0WFD3V2B4P2DYY8K,2026-03-06T09:18:00.531284835Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""ATTACK"",""BLOCK""],""roles"":[""MEDIC"",""FIGHTER"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":10,""previousTeamHealth"":10,""damageToEnemy"":3,""damageToTeam"":5,""damageBlocked"":2,""healAmount"":0,""newEnemyHealth"":7,""newTeamHealth"":5},{""turnNumber"":2,""actions"":[""HEAL"",""ATTACK"",""BLOCK""],""roles"":[""MEDIC"",""FIGHTER"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":7,""previousTeamHealth"":5,""damageToEnemy"":1,""damageToTeam"":5,""damageBlocked"":2,""healAmount"":2,""newEnemyHealth"":6,""newTeamHealth"":2}]",2026-03-06T09:18:11.994626574Z,"[{""turnNumber"":1,""actions"":[""HEAL"",""ATTACK"",""BLOCK""],""roles"":[""MEDIC"",""FIGHTER"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":6,""previousTeamHealth"":2,""damageToEnemy"":1,""damageToTeam"":5,""damageBlocked"":2,""healAmount"":2,""newEnemyHealth"":5,""newTeamHealth"":0}]",2026-03-06T09:18:42.029811095Z,,,,,,,null,2026-03-06T09:21:10.353842479Z,0,2026-03-06T09:18:42.029811095Z,3,2026-03-06T09:18:42.029811095Z,"[{""playerId"":0,""botIndex"":0,""strategy"":{""type"":""fixed"",""role"":2},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":2},{""playerId"":2,""botIndex"":1,""strategy"":{""type"":""fixed"",""role"":1},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":1}]",2026-03-06T09:18:00.686627606Z
01KK1711TP34WYND1RYCJ7V3EF,true,2026-03-06T09:19:29.087571183Z,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:18:00.534518629Z,0,2026-03-06T09:19:19.039431922Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:18:00.534518629Z,WIN,2026-03-06T09:19:19.039431922Z,01KK15D81NJ35HBJ07N6ACFCPZ,2026-03-06T09:18:00.534518629Z,null,2026-03-06T09:21:10.353842479Z,"{""id"":9,""envId"":""367"",""maxEnemyHealth"":30,""maxTeamHealth"":15,""bossDamage"":4,""statProfile"":""imbalanced-oneunique-def"",""statProfileId"":""141_222_222"",""optimalRoles"":[1,2,2],""deviateRoles"":[0,0,1],""optimalDeviateRolesId"":""TMM_FFT"",""humanRole"":0,""playerDeviateProbability"":0,""enemyAttackProbability"":0.66,""enemyIntentSequence"":""1100110111"",""botPlayers"":[{""strategy"":{""type"":""fixed"",""role"":0}},{""strategy"":{""type"":""fixed"",""role"":1}}]}",2026-03-06T09:18:00.572983456Z,20,2026-03-06T09:19:19.039431922Z,Victory! You defeated the enemy!,2026-03-06T09:19:19.039431922Z,01KK1711HK0WFD3V2B4P2DYY8K,2026-03-06T09:18:00.534518629Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""BLOCK"",""ATTACK""],""roles"":[""FIGHTER"",""TANK"",""FIGHTER""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":30,""previousTeamHealth"":15,""damageToEnemy"":3,""damageToTeam"":2,""damageBlocked"":2,""healAmount"":0,""newEnemyHealth"":27,""newTeamHealth"":13},{""turnNumber"":2,""actions"":[""ATTACK"",""BLOCK"",""ATTACK""],""roles"":[""FIGHTER"",""TANK"",""FIGHTER""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":27,""previousTeamHealth"":13,""damageToEnemy"":3,""damageToTeam"":2,""damageBlocked"":2,""healAmount"":0,""newEnemyHealth"":24,""newTeamHealth"":11}]",2026-03-06T09:18:11.994626574Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""ATTACK"",""ATTACK""],""roles"":[""FIGHTER"",""TANK"",""FIGHTER""],""enemyIntent"":""WILL_NOT_ATTACK"",""previousEnemyHealth"":24,""previousTeamHealth"":11,""damageToEnemy"":5,""damageToTeam"":0,""damageBlocked"":0,""healAmount"":0,""newEnemyHealth"":19,""newTeamHealth"":11},{""turnNumber"":2,""actions"":[""ATTACK"",""ATTACK"",""ATTACK""],""roles"":[""FIGHTER"",""TANK"",""FIGHTER""],""enemyIntent"":""WILL_NOT_ATTACK"",""previousEnemyHealth"":19,""previousTeamHealth"":11,""damageToEnemy"":5,""damageToTeam"":0,""damageBlocked"":0,""healAmount"":0,""newEnemyHealth"":14,""newTeamHealth"":11}]",2026-03-06T09:18:42.029811095Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""BLOCK"",""ATTACK""],""roles"":[""FIGHTER"",""TANK"",""FIGHTER""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":14,""previousTeamHealth"":11,""damageToEnemy"":3,""damageToTeam"":2,""damageBlocked"":2,""healAmount"":0,""newEnemyHealth"":11,""newTeamHealth"":9},{""turnNumber"":2,""actions"":[""ATTACK"",""BLOCK"",""ATTACK""],""roles"":[""FIGHTER"",""TANK"",""FIGHTER""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":11,""previousTeamHealth"":9,""damageToEnemy"":3,""damageToTeam"":2,""damageBlocked"":2,""healAmount"":0,""newEnemyHealth"":8,""newTeamHealth"":7}]",2026-03-06T09:19:01.39938262Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""ATTACK"",""ATTACK""],""roles"":[""FIGHTER"",""TANK"",""FIGHTER""],""enemyIntent"":""WILL_NOT_ATTACK"",""previousEnemyHealth"":8,""previousTeamHealth"":7,""damageToEnemy"":5,""damageToTeam"":0,""damageBlocked"":0,""healAmount"":0,""newEnemyHealth"":3,""newTeamHealth"":7},{""turnNumber"":2,""actions"":[""ATTACK"",""BLOCK"",""ATTACK""],""roles"":[""FIGHTER"",""TANK"",""FIGHTER""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":3,""previousTeamHealth"":7,""damageToEnemy"":3,""damageToTeam"":2,""damageBlocked"":2,""healAmount"":0,""newEnemyHealth"":0,""newTeamHealth"":5}]",2026-03-06T09:19:19.039431922Z,,,null,2026-03-06T09:21:10.353842479Z,5,2026-03-06T09:19:19.039431922Z,8,2026-03-06T09:19:19.039431922Z,"[{""playerId"":0,""botIndex"":0,""strategy"":{""type"":""fixed"",""role"":0},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":0},{""playerId"":1,""botIndex"":1,""strategy"":{""type"":""fixed"",""role"":1},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":1}]",2026-03-06T09:18:00.686627606Z
01KK17A58XH429N20EFWNQPM70,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:22:58.973601456Z,,,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:22:58.973601456Z,,,01KK15V3W97WBJW05NQ6ZQT7MZ,2026-03-06T09:22:58.973601456Z,null,2026-03-06T09:36:28.088277057Z,,,,,,,01KK17A52T6JTBTAAHSAJ8C37F,2026-03-06T09:22:58.973601456Z,,,,,,,,,,,null,2026-03-06T09:36:28.088277057Z,,,,,[],2026-03-06T09:22:59.003353248Z
01KK17JWH7AZ179CN59KGGQ5SS,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:27:44.93560601Z,,,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:27:44.93560601Z,,,01KK15D81NJ35HBJ07N6ACFCPZ,2026-03-06T09:27:44.93560601Z,null,2026-03-06T09:29:53.673571082Z,,,,,,,01KK17JWA29ENEP6QVB7NYGZT6,2026-03-06T09:27:44.93560601Z,,,,,,,,,,,null,2026-03-06T09:29:53.673571082Z,,,,,[],2026-03-06T09:27:44.972583518Z
01KK16826CPN20CZPJ2FYHSKTA,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:04:21.70859098Z,,,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:04:21.70859098Z,,,01KK14VZHF7ANFGF38NNJCNQ5J,2026-03-06T09:04:21.70859098Z,null,2026-03-06T09:05:12.909499583Z,,,,,,,01KK168211M3NJRPZVMH1E74TY,2026-03-06T09:04:21.70859098Z,,,,,,,,,,,null,2026-03-06T09:05:12.909499583Z,,,,,[],2026-03-06T09:04:21.731511139Z
01KK16S0KVCNKWFA7ZKWGFGRQ4,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:13:37.147763661Z,,,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:13:37.147763661Z,,,01KK154JWJFWXC0WVJEYB8KK83,2026-03-06T09:13:37.147763661Z,null,2026-03-06T09:18:00.454419438Z,,,,,,,01KK16S0DEE1KZJ24YR40AY0G8,2026-03-06T09:13:37.147763661Z,,,,,,,,,,,null,2026-03-06T09:18:00.454419438Z,,,,,[],2026-03-06T09:13:37.177976692Z
01KK16VKD4XK2TP5TA61EBM434,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:15:01.924058343Z,,,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:15:01.924058343Z,,,01KK14Z0RVMECWC1MW63EJGMSS,2026-03-06T09:15:01.924058343Z,null,2026-03-06T09:16:18.091196484Z,,,,,,,01KK16VJXQA01MCD21FT5WRE76,2026-03-06T09:15:01.924058343Z,,,,,,,,,,,null,2026-03-06T09:16:18.091196484Z,,,,,[],2026-03-06T09:15:01.99512828Z
01KK17A58QFT1CNAKGA091C0F4,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:22:58.967575847Z,,,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:22:58.967575847Z,,,01KK1541ATE0SZ921D4RW5PNQ6,2026-03-06T09:22:58.967575847Z,null,2026-03-06T09:36:28.088277057Z,,,,,,,01KK17A52T6JTBTAAHSAJ8C37F,2026-03-06T09:22:58.967575847Z,,,,,,,,,,,null,2026-03-06T09:36:28.088277057Z,,,,,[],2026-03-06T09:22:59.003353248Z
01KK17F8QRB19EB1AWA15A27PG,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:25:46.360076878Z,,,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:25:46.360076878Z,,,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:25:46.360076878Z,null,2026-03-06T09:27:44.879262312Z,,,,,,,01KK17F8G1NYHA1KG0AH51R81S,2026-03-06T09:25:46.360076878Z,,,,,,,,,,,null,2026-03-06T09:27:44.879262312Z,,,,,[],2026-03-06T09:25:46.392074514Z
01KK189HHSDEBYGGVTKKKQXGK1,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:40:07.353876342Z,0,2026-03-06T09:40:38.554056487Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:40:07.353876342Z,WIN,2026-03-06T09:40:38.554056487Z,01KK1541ATE0SZ921D4RW5PNQ6,2026-03-06T09:40:07.353876342Z,null,2026-03-06T09:40:39.852785571Z,"{""id"":4,""envId"":""5500"",""maxEnemyHealth"":30,""maxTeamHealth"":5,""bossDamage"":1,""statProfile"":""imbalanced-oneunique-sup"",""statProfileId"":""114_222_222"",""optimalRoles"":[2,0,0],""deviateRoles"":[1,2,2],""optimalDeviateRolesId"":""MFF_TMM"",""humanRole"":1,""playerDeviateProbability"":0,""enemyAttackProbability"":1,""enemyIntentSequence"":""1111111111"",""botPlayers"":[{""strategy"":{""type"":""fixed"",""role"":2}},{""strategy"":{""type"":""fixed"",""role"":2}}]}",2026-03-06T09:40:07.405328536Z,20,2026-03-06T09:40:38.554056487Z,Victory! You defeated the enemy!,2026-03-06T09:40:38.554056487Z,01KK189H5CAY574PYHYMV8VTNE,2026-03-06T09:40:07.353876342Z,"[{""turnNumber"":1,""actions"":[""BLOCK"",""ATTACK"",""ATTACK""],""roles"":[""TANK"",""MEDIC"",""MEDIC""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":30,""previousTeamHealth"":5,""damageToEnemy"":4,""damageToTeam"":0,""damageBlocked"":1,""healAmount"":0,""newEnemyHealth"":26,""newTeamHealth"":5},{""turnNumber"":2,""actions"":[""BLOCK"",""ATTACK"",""ATTACK""],""roles"":[""TANK"",""MEDIC"",""MEDIC""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":26,""previousTeamHealth"":5,""damageToEnemy"":4,""damageToTeam"":0,""damageBlocked"":1,""healAmount"":0,""newEnemyHealth"":22,""newTeamHealth"":5}]",2026-03-06T09:40:13.025650883Z,"[{""turnNumber"":1,""actions"":[""BLOCK"",""ATTACK"",""ATTACK""],""roles"":[""TANK"",""MEDIC"",""MEDIC""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":22,""previousTeamHealth"":5,""damageToEnemy"":4,""damageToTeam"":0,""damageBlocked"":1,""healAmount"":0,""newEnemyHealth"":18,""newTeamHealth"":5},{""turnNumber"":2,""actions"":[""BLOCK"",""ATTACK"",""ATTACK""],""roles"":[""TANK"",""MEDIC"",""MEDIC""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":18,""previousTeamHealth"":5,""damageToEnemy"":4,""damageToTeam"":0,""damageBlocked"":1,""healAmount"":0,""newEnemyHealth"":14,""newTeamHealth"":5}]",2026-03-06T09:40:33.058163972Z,"[{""turnNumber"":1,""actions"":[""BLOCK"",""ATTACK"",""ATTACK""],""roles"":[""TANK"",""MEDIC"",""MEDIC""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":14,""previousTeamHealth"":5,""damageToEnemy"":4,""damageToTeam"":0,""damageBlocked"":1,""healAmount"":0,""newEnemyHealth"":10,""newTeamHealth"":5},{""turnNumber"":2,""actions"":[""BLOCK"",""ATTACK"",""ATTACK""],""roles"":[""TANK"",""MEDIC"",""MEDIC""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":10,""previousTeamHealth"":5,""damageToEnemy"":4,""damageToTeam"":0,""damageBlocked"":1,""healAmount"":0,""newEnemyHealth"":6,""newTeamHealth"":5}]",2026-03-06T09:40:37.202142407Z,"[{""turnNumber"":1,""actions"":[""BLOCK"",""ATTACK"",""ATTACK""],""roles"":[""TANK"",""MEDIC"",""MEDIC""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":6,""previousTeamHealth"":5,""damageToEnemy"":4,""damageToTeam"":0,""damageBlocked"":1,""healAmount"":0,""newEnemyHealth"":2,""newTeamHealth"":5},{""turnNumber"":2,""actions"":[""BLOCK"",""ATTACK"",""ATTACK""],""roles"":[""TANK"",""MEDIC"",""MEDIC""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":2,""previousTeamHealth"":5,""damageToEnemy"":4,""damageToTeam"":0,""damageBlocked"":1,""healAmount"":0,""newEnemyHealth"":0,""newTeamHealth"":5}]",2026-03-06T09:40:38.554056487Z,,,null,2026-03-06T09:40:39.852785571Z,5,2026-03-06T09:40:07.405328536Z,8,2026-03-06T09:40:38.554056487Z,"[{""playerId"":1,""botIndex"":0,""strategy"":{""type"":""fixed"",""role"":2},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":2},{""playerId"":2,""botIndex"":1,""strategy"":{""type"":""fixed"",""role"":2},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":2}]",2026-03-06T09:40:07.511783392Z
01KK18AHAYVR668NKNZWWVJJQF,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:40:39.90218728Z,,,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:40:39.90218728Z,,,01KK1597T2BEG3G8VK34AEJWBX,2026-03-06T09:40:39.90218728Z,null,2026-03-06T09:41:22.168471598Z,,,,,,,01KK18AH4922JFJNXYD0XH8Z18,2026-03-06T09:40:39.90218728Z,,,,,,,,,,,null,2026-03-06T09:41:22.168471598Z,,,,,[],2026-03-06T09:40:39.945194178Z
01KK1605JKHW1JAWG55Z81AEX5,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:00:03.027785326Z,,,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:00:03.027785326Z,,,01KK14Z0RVMECWC1MW63EJGMSS,2026-03-06T09:00:03.027785326Z,null,2026-03-06T09:07:31.085396781Z,,,,,,,01KK16053FR0X122XFMFNA1F6V,2026-03-06T09:00:03.027785326Z,,,,,,,,,,,null,2026-03-06T09:07:31.085396781Z,,,,,[],2026-03-06T09:00:03.064065059Z
01KK184RM49SGXFNG681K8X27M,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:37:30.756583349Z,6,2026-03-06T09:38:13.324014686Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:37:30.756583349Z,TIMEOUT,2026-03-06T09:38:13.324014686Z,01KK1541ATE0SZ921D4RW5PNQ6,2026-03-06T09:37:30.756583349Z,null,2026-03-06T09:38:14.329983456Z,"{""id"":10,""envId"":""5280"",""maxEnemyHealth"":30,""maxTeamHealth"":5,""bossDamage"":3,""statProfile"":""imbalanced-oneunique-str"",""statProfileId"":""411_222_222"",""optimalRoles"":[0,2,2],""deviateRoles"":[2,0,1],""optimalDeviateRolesId"":""FMM_MFT"",""humanRole"":2,""playerDeviateProbability"":0,""enemyAttackProbability"":1,""enemyIntentSequence"":""1111111111"",""botPlayers"":[{""strategy"":{""type"":""fixed"",""role"":0}},{""strategy"":{""type"":""fixed"",""role"":1}}]}",2026-03-06T09:37:30.785748086Z,0,2026-03-06T09:38:13.324014686Z,Time's up!,2026-03-06T09:38:13.324014686Z,01KK184RC2B6QPW9KS7ZSVSHN3,2026-03-06T09:37:30.756583349Z,"[{""turnNumber"":1,""actions"":[""ATTACK"",""ATTACK"",""BLOCK""],""roles"":[""MEDIC"",""FIGHTER"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":30,""previousTeamHealth"":5,""damageToEnemy"":6,""damageToTeam"":1,""damageBlocked"":2,""healAmount"":0,""newEnemyHealth"":24,""newTeamHealth"":4},{""turnNumber"":2,""actions"":[""HEAL"",""ATTACK"",""BLOCK""],""roles"":[""MEDIC"",""FIGHTER"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":24,""previousTeamHealth"":4,""damageToEnemy"":2,""damageToTeam"":1,""damageBlocked"":2,""healAmount"":1,""newEnemyHealth"":22,""newTeamHealth"":4}]",2026-03-06T09:37:37.318009127Z,"[{""turnNumber"":1,""actions"":[""HEAL"",""ATTACK"",""BLOCK""],""roles"":[""MEDIC"",""FIGHTER"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":22,""previousTeamHealth"":4,""damageToEnemy"":2,""damageToTeam"":1,""damageBlocked"":2,""healAmount"":1,""newEnemyHealth"":20,""newTeamHealth"":4},{""turnNumber"":2,""actions"":[""HEAL"",""ATTACK"",""BLOCK""],""roles"":[""MEDIC"",""FIGHTER"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":20,""previousTeamHealth"":4,""damageToEnemy"":2,""damageToTeam"":1,""damageBlocked"":2,""healAmount"":1,""newEnemyHealth"":18,""newTeamHealth"":4}]",2026-03-06T09:37:51.065618475Z,"[{""turnNumber"":1,""actions"":[""HEAL"",""ATTACK"",""BLOCK""],""roles"":[""MEDIC"",""FIGHTER"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":18,""previousTeamHealth"":4,""damageToEnemy"":2,""damageToTeam"":1,""damageBlocked"":2,""healAmount"":1,""newEnemyHealth"":16,""newTeamHealth"":4},{""turnNumber"":2,""actions"":[""HEAL"",""ATTACK"",""BLOCK""],""roles"":[""MEDIC"",""FIGHTER"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":16,""previousTeamHealth"":4,""damageToEnemy"":2,""damageToTeam"":1,""damageBlocked"":2,""healAmount"":1,""newEnemyHealth"":14,""newTeamHealth"":4}]",2026-03-06T09:38:06.130362863Z,"[{""turnNumber"":1,""actions"":[""HEAL"",""ATTACK"",""BLOCK""],""roles"":[""MEDIC"",""FIGHTER"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":14,""previousTeamHealth"":4,""damageToEnemy"":2,""damageToTeam"":1,""damageBlocked"":2,""healAmount"":1,""newEnemyHealth"":12,""newTeamHealth"":4},{""turnNumber"":2,""actions"":[""HEAL"",""ATTACK"",""BLOCK""],""roles"":[""MEDIC"",""FIGHTER"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":12,""previousTeamHealth"":4,""damageToEnemy"":2,""damageToTeam"":1,""damageBlocked"":2,""healAmount"":1,""newEnemyHealth"":10,""newTeamHealth"":4}]",2026-03-06T09:38:12.495929109Z,"[{""turnNumber"":1,""actions"":[""HEAL"",""ATTACK"",""BLOCK""],""roles"":[""MEDIC"",""FIGHTER"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":10,""previousTeamHealth"":4,""damageToEnemy"":2,""damageToTeam"":1,""damageBlocked"":2,""healAmount"":1,""newEnemyHealth"":8,""newTeamHealth"":4},{""turnNumber"":2,""actions"":[""HEAL"",""ATTACK"",""BLOCK""],""roles"":[""MEDIC"",""FIGHTER"",""TANK""],""enemyIntent"":""WILL_ATTACK"",""previousEnemyHealth"":8,""previousTeamHealth"":4,""damageToEnemy"":2,""damageToTeam"":1,""damageBlocked"":2,""healAmount"":1,""newEnemyHealth"":6,""newTeamHealth"":4}]",2026-03-06T09:38:13.324014686Z,null,2026-03-06T09:38:14.329983456Z,4,2026-03-06T09:37:37.318009127Z,10,2026-03-06T09:38:13.324014686Z,"[{""playerId"":1,""botIndex"":0,""strategy"":{""type"":""fixed"",""role"":0},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":0},{""playerId"":2,""botIndex"":1,""strategy"":{""type"":""fixed"",""role"":1},""stats"":{""STR"":2,""DEF"":2,""SUP"":2},""currentRole"":1}]",2026-03-06T09:37:30.993233456Z
01KK188A62MY437SE2J0N0G19Z,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:39:27.04442057Z,,,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:39:27.04442057Z,,,01KK15V3W97WBJW05NQ6ZQT7MZ,2026-03-06T09:39:27.04442057Z,null,2026-03-06T09:40:07.267781122Z,,,,,,,01KK1889XRBYCZT4KAXAE7T2HH,2026-03-06T09:39:27.04442057Z,,,,,,,,,,,null,2026-03-06T09:40:07.267781122Z,,,,,[],2026-03-06T09:39:27.072242423Z
01KK182VFBVXJVF2YVPJ9P784P,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:36:28.142334331Z,,,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:36:28.142334331Z,,,01KK1541ATE0SZ921D4RW5PNQ6,2026-03-06T09:36:28.142334331Z,null,2026-03-06T09:37:30.708042233Z,,,,,,,01KK182V8M0SGQXCRZPG40XPXB,2026-03-06T09:36:28.142334331Z,,,,,,,,,,,null,2026-03-06T09:37:30.708042233Z,,,,,[],2026-03-06T09:36:28.170261224Z
01KK16411SVZZCEXAVAFACBRXR,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:02:09.465840085Z,,,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:02:09.465840085Z,,,01KK151EAZ3RYJENNDVWS0NTPD,2026-03-06T09:02:09.465840085Z,null,2026-03-06T09:04:21.664379342Z,,,,,,,01KK1640VW63B5R36VJSNE32VW,2026-03-06T09:02:09.465840085Z,,,,,,,,,,,null,2026-03-06T09:04:21.664379342Z,,,,,[],2026-03-06T09:02:09.491207132Z
